uuid,data_generating_centre,epirr_id,antibody,flagstat_qc:total,flagstat_qc:mapped,flagstat_qc:mapped_pct,flagstat_qc:paired,flagstat_qc:read1,flagstat_qc:read2,flagstat_qc:paired_properly,flagstat_qc:paired_properly_pct,flagstat_qc:with_itself,flagstat_qc:singletons,flagstat_qc:singletons_pct,flagstat_qc:diff_chroms,ctl_flagstat_qc:total,ctl_flagstat_qc:mapped,ctl_flagstat_qc:mapped_pct,ctl_flagstat_qc:paired,ctl_flagstat_qc:read1,ctl_flagstat_qc:read2,ctl_flagstat_qc:paired_properly,ctl_flagstat_qc:paired_properly_pct,ctl_flagstat_qc:with_itself,ctl_flagstat_qc:singletons,ctl_flagstat_qc:singletons_pct,ctl_flagstat_qc:diff_chroms,dup_qc:unpaired_reads,dup_qc:paired_reads,dup_qc:unpaired_dupes,dup_qc:paired_dupes,dup_qc:paired_opt_dupes,dup_qc:dupes_pct,ctl_dup_qc:unpaired_reads,ctl_dup_qc:paired_reads,ctl_dup_qc:unpaired_dupes,ctl_dup_qc:paired_dupes,ctl_dup_qc:paired_opt_dupes,ctl_dup_qc:dupes_pct,pbc_qc:total_read_pairs,pbc_qc:distinct_read_pairs,pbc_qc:one_read_pair,pbc_qc:two_read_pair,pbc_qc:NRF,pbc_qc:PBC1,pbc_qc:PBC2,ctl_pbc_qc:total_read_pairs,ctl_pbc_qc:distinct_read_pairs,ctl_pbc_qc:one_read_pair,ctl_pbc_qc:two_read_pair,ctl_pbc_qc:NRF,ctl_pbc_qc:PBC1,ctl_pbc_qc:PBC2,nodup_flagstat_qc:total,nodup_flagstat_qc:mapped,nodup_flagstat_qc:paired,nodup_flagstat_qc:read1,nodup_flagstat_qc:read2,nodup_flagstat_qc:paired_properly,nodup_flagstat_qc:paired_properly_pct,nodup_flagstat_qc:with_itself,ctl_nodup_flagstat_qc:total,ctl_nodup_flagstat_qc:mapped,ctl_nodup_flagstat_qc:paired,ctl_nodup_flagstat_qc:read1,ctl_nodup_flagstat_qc:read2,ctl_nodup_flagstat_qc:paired_properly,ctl_nodup_flagstat_qc:paired_properly_pct,ctl_nodup_flagstat_qc:with_itself,overlap_reproducibility_qc:N1,overlap_reproducibility_qc:N_opt,overlap_reproducibility_qc:N_consv,xcor_score:num_reads,xcor_score:est_frag_len,xcor_score:corr_est_frag_len,xcor_score:phantom_peak,xcor_score:corr_phantom_peak,xcor_score:min_corr,xcor_score:NSC,xcor_score:RSC,frip_macs2_qc:rep1.FRiP,frip_macs2_qc:rep1-pr1.FRiP,frip_macs2_qc:rep1-pr2.FRiP,overlap_frip_qc:rep1-pr.FRiP,jsd_qc:pct_gen_enrich,jsd_qc:auc,jsd_qc:ch_div,jsd_qc:elbow_pt,jsd_qc:jsd,jsd_qc:syn_auc,jsd_qc:syn_elbow_pt,jsd_qc:syn_jsd
e9a4af18-4662-4e98-9f29-d38bacff242c,BLUEPRINT,IHECRE00000135.3,H3K27ac,56095572,55391400,98.74,0,0,0,0,0,0,0,0,0,42480150,40714424,95.84,0,0,0,0,0,0,0,0,0,45361956,0,27559130,0,0,0.607538,31636810,0,15250332,0,0,0.482044,45360043,18268628,6955130,4456596,0.402747,0.380714,1.560637,31613455,16842113,9244137,3828450,0.532751,0.54887,2.41459,17802826,17802826,0,0,0,0,0,0,16386478,16386478,0,0,0,0,0,0,29436,29436,29436,1.5e+07,190,0.152000633889373,40,0.1273705,0.113514,1.339047,2.777507,0.111728249427,0.126453904773,0.126834759573,0.0942960533781,0.233106097519,0.487120933888,0.206012307717,8.47249113037e-51,0.579870205169,0.520920838847,0.131013091506,0.294363821667
3adb6b31-6e69-4265-b286-dedc6a0db6c2,BLUEPRINT,IHECRE00000135.3,H3K27me3,47540962,46408137,97.62,0,0,0,0,0,0,0,0,0,42480150,40714424,95.84,0,0,0,0,0,0,0,0,0,36208627,0,21636811,0,0,0.59756,31636810,0,15250332,0,0,0.482044,36206445,14936405,5842420,3675493,0.412534,0.391153,1.589561,31613455,16842113,9244137,3828450,0.532751,0.54887,2.41459,14571816,14571816,0,0,0,0,0,0,16386478,16386478,0,0,0,0,0,0,30676,30676,30676,1.5e+07,180,0.148265473428678,40,0.1307518,0.1163197,1.274638,2.213525,0.176115801261,0.147966874395,0.148528539361,0.119022324124,0.204214624477,0.485765888769,0.271607480597,1.96000876175e-41,0.655215984837,0.513485708609,0.142400899486,0.306474877054
f2cb87a7-51a9-4b96-a0cb-a344cee2a187,BLUEPRINT,IHECRE00000135.3,H3K36me3,40926954,39959968,97.64,0,0,0,0,0,0,0,0,0,42480150,40714424,95.84,0,0,0,0,0,0,0,0,0,32108908,0,18946819,0,0,0.59008,31636810,0,15250332,0,0,0.482044,32105748,13472431,5427255,3337299,0.419627,0.402842,1.626242,31613455,16842113,9244137,3828450,0.532751,0.54887,2.41459,13162089,13162089,0,0,0,0,0,0,16386478,16386478,0,0,0,0,0,0,100132,100132,100132,1.5e+07,195,0.140397324778357,40,0.1178531,0.1106564,1.268768,4.132576,0.361537635661,0.322152478225,0.321832334561,0.284272442108,0.151214256999,0.485023708663,0.355544270594,2.34886475853e-37,0.763074450091,0.492679527021,0.217816940137,0.377891970277
8525be74-641f-4008-8aaf-c80ea636c2fe,BLUEPRINT,IHECRE00000135.3,H3K4me1,45505571,44483467,97.75,0,0,0,0,0,0,0,0,0,42480150,40714424,95.84,0,0,0,0,0,0,0,0,0,37138289,0,18878124,0,0,0.50832,31636810,0,15250332,0,0,0.482044,37136122,18626428,9007866,4861735,0.501572,0.483607,1.852809,31613455,16842113,9244137,3828450,0.532751,0.54887,2.41459,18260165,18260165,0,0,0,0,0,0,16386478,16386478,0,0,0,0,0,0,107814,107814,107814,1.5e+07,190,0.165109183274634,40,0.1453745,0.1300016,1.270055,2.283733,0.414915130036,0.409009420503,0.408518158881,0.380365088988,0.137859784044,0.487311740498,0.308948485927,2.31460081091e-52,0.74922726891,0.498046766407,0.298706534926,0.44848953379
0995675f-93a1-472f-8e43-a929a4abaab9,BLUEPRINT,IHECRE00000135.3,H3K4me3,55695452,54924845,98.62,0,0,0,0,0,0,0,0,0,42480150,40714424,95.84,0,0,0,0,0,0,0,0,0,46087974,0,24251462,0,0,0.526199,31636810,0,15250332,0,0,0.482044,46085911,22516650,10669097,5817771,0.48858,0.473831,1.833881,31613455,16842113,9244137,3828450,0.532751,0.54887,2.41459,21836512,21836512,0,0,0,0,0,0,16386478,16386478,0,0,0,0,0,0,26861,26861,26861,1.5e+07,195,0.215563296919297,40,0.1847551,0.1306984,1.649319,1.569922,0.290196683489,0.298077354625,0.297657790708,0.284698261857,0.190412492052,0.488363854982,0.20088609164,1.96034282788e-62,0.711998224618,0.519123723802,0.301302491716,0.414125806296
d0b5586c-029d-4bf8-9f4f-05ea4a85f859,BLUEPRINT,IHECRE00000135.3,H3K9me3,92158870,89031081,96.61,0,0,0,0,0,0,0,0,0,42480150,40714424,95.84,0,0,0,0,0,0,0,0,0,54680701,0,29225536,0,0,0.534476,31636810,0,15250332,0,0,0.482044,54679423,25915423,18750005,2091898,0.473952,0.723508,8.963155,31613455,16842113,9244137,3828450,0.532751,0.54887,2.41459,25455165,25455165,0,0,0,0,0,0,16386478,16386478,0,0,0,0,0,0,55353,55353,55353,1.5e+07,200,0.176574585625291,40,0.2028484,0.1516703,1.1642,0.4866194,0.10908246546,0.134593413169,0.1341479886,0.0832530262195,0.233793904076,0.489243034442,0.169061166714,3.13507036011e-73,0.651679215633,0.517226066546,0.108199705509,0.308074445346
b956893e-f49e-4987-b805-501c52ffe5e3,BLUEPRINT,IHECRE00000140.3,H3K27ac,20415872,18437996,90.31,0,0,0,0,0,0,0,0,0,41890377,40568665,96.84,0,0,0,0,0,0,0,0,0,15293135,0,5835008,0,0,0.381544,35688965,0,574171,0,0,0.016088,15292362,9551968,5792443,2387848,0.624623,0.606414,2.425801,35670175,35106228,34616963,476059,0.98419,0.986063,72.715699,9458127,9458127,0,0,0,0,0,0,35114794,35114794,0,0,0,0,0,0,105241,105241,105241,1.5e+07,160,0.156140904160198,40,0.1209325,0.1126308,1.386307,5.241087,0.345480729123,0.366046337437,0.366183869505,0.257788788247,0.137309381264,0.482342417044,0.453570157585,1.10715474984e-26,0.705052641681,0.486422124288,0.244526638306,0.34769576719
ccc4c049-f03d-4dcf-8231-6a1cc1955c5f,BLUEPRINT,IHECRE00000140.3,H3K27me3,42872272,34448039,80.35,0,0,0,0,0,0,0,0,0,41890377,40568665,96.84,0,0,0,0,0,0,0,0,0,26825529,0,5659525,0,0,0.210975,35688965,0,574171,0,0,0.016088,26824784,21330244,16887890,3585848,0.795169,0.791734,4.709594,35670175,35106228,34616963,476059,0.98419,0.986063,72.715699,21166004,21166004,0,0,0,0,0,0,35114794,35114794,0,0,0,0,0,0,42185,42185,42185,1.5e+07,175,0.174008899288031,40,0.1656173,0.1527948,1.138841,1.654448,0.0873052654347,0.0999720581889,0.100657809071,0.0412145513059,0.25200035162,0.488196885665,0.181714763262,1.18260135706e-60,0.595016934107,0.490316309734,0.109013775832,0.262213849496
bd4ea0fd-6449-46f7-9880-33e630599048,BLUEPRINT,IHECRE00000140.3,H3K36me3,52422266,49197640,93.85,0,0,0,0,0,0,0,0,0,41890377,40568665,96.84,0,0,0,0,0,0,0,0,0,39430468,0,12648160,0,0,0.320771,35688965,0,574171,0,0,0.016088,39429782,27085511,18442880,6013158,0.68693,0.680913,3.067087,35670175,35106228,34616963,476059,0.98419,0.986063,72.715699,26782308,26782308,0,0,0,0,0,0,35114794,35114794,0,0,0,0,0,0,92048,92048,92048,1.5e+07,225,0.171682669006362,40,0.1586777,0.1501212,1.143627,2.519886,0.295758561727,0.259791449697,0.259902514518,0.24420843456,0.216310208771,0.489504242326,0.168449379616,5.64999743423e-77,0.693492664553,0.496932251027,0.213386368523,0.345442443231
e0b23ae6-2773-4ed7-8d4e-252b90ea0dba,BLUEPRINT,IHECRE00000140.3,H3K4me1,47675975,32648768,68.48,0,0,0,0,0,0,0,0,0,41890377,40568665,96.84,0,0,0,0,0,0,0,0,0,26340446,0,6123695,0,0,0.232483,35688965,0,574171,0,0,0.016088,26339051,20402691,15718972,3684522,0.774618,0.770436,4.266217,35670175,35106228,34616963,476059,0.98419,0.986063,72.715699,20216751,20216751,0,0,0,0,0,0,35114794,35114794,0,0,0,0,0,0,76774,76774,76774,1.5e+07,170,0.172342258613773,40,0.1600695,0.1477846,1.166172,1.999012,0.218036831053,0.189652465404,0.189152477044,0.163949151831,0.229813628255,0.487919583756,0.188062554231,7.36371598295e-58,0.654306301407,0.506487372497,0.178218082424,0.307394677108
dc2c1d6e-2e77-458d-bcea-7b53cde68e7e,BLUEPRINT,IHECRE00000140.3,H3K4me3,38854725,38464930,99,0,0,0,0,0,0,0,0,0,41890377,40568665,96.84,0,0,0,0,0,0,0,0,0,30710869,0,4815792,0,0,0.156811,35688965,0,574171,0,0,0.016088,30710349,26080540,22147286,3357746,0.849243,0.849188,6.595879,35670175,35106228,34616963,476059,0.98419,0.986063,72.715699,25895077,25895077,0,0,0,0,0,0,35114794,35114794,0,0,0,0,0,0,20398,20398,20398,1.5e+07,185,0.171792810376466,40,0.1740502,0.1578084,1.088617,0.8610157,0.0847707996359,0.0779654906136,0.0779929866556,0.0702250844538,0.282704005905,0.489323730927,0.141146880885,2.33802343532e-74,0.575033888207,0.498670185597,0.110420417342,0.244819203706
4efdf0ce-cff0-4cee-965f-2b434d272f9b,BLUEPRINT,IHECRE00000140.3,H3K9me3,56936507,53831159,94.55,0,0,0,0,0,0,0,0,0,41890377,40568665,96.84,0,0,0,0,0,0,0,0,0,34328047,0,7738159,0,0,0.225418,35688965,0,574171,0,0,0.016088,34327742,26764332,20851196,4674755,0.779671,0.779067,4.460383,35670175,35106228,34616963,476059,0.98419,0.986063,72.715699,26589888,26589888,0,0,0,0,0,0,35114794,35114794,0,0,0,0,0,0,38511,38511,38511,1.5e+07,180,0.197644888964466,40,0.2316793,0.1829137,1.080536,0.3020809,0.120881841099,0.0845943631287,0.0839960161931,0.0431676348569,0.250119848522,0.489473794611,0.165538392639,1.6008608238e-76,0.606704866706,0.498329807228,0.120164326871,0.279029034852
0c5d1a81-41fd-4a9a-9110-606e833e2b56,BLUEPRINT,IHECRE00000141.3,H3K27ac,45708137,44513249,97.39,0,0,0,0,0,0,0,0,0,36402223,36001214,98.9,0,0,0,0,0,0,0,0,0,36251751,0,16289882,0,0,0.449354,28538076,0,685413,0,0,0.024017,36250339,20342926,11606320,4641385,0.561179,0.570533,2.500616,28525170,27859767,27237303,606876,0.976673,0.977657,44.881167,19961869,19961869,0,0,0,0,0,0,27852663,27852663,0,0,0,0,0,0,100369,100369,100369,1.5e+07,125,0.154814417889979,40,0.152234,0.1385185,1.117644,1.188137,0.379746460663,0.351694026236,0.351413580545,0.321163119197,0.156396518653,0.487852078836,0.273712747964,3.29416184934e-57,0.76051933927,0.489665766361,0.302427723057,0.420617384539
f03f9ec6-be85-4743-b614-d0087cbbf5f2,BLUEPRINT,IHECRE00000141.3,H3K27me3,36560037,35402350,96.83,0,0,0,0,0,0,0,0,0,36402223,36001214,98.9,0,0,0,0,0,0,0,0,0,28406422,0,7936003,0,0,0.279374,28538076,0,685413,0,0,0.024017,28405348,20638621,14823046,4301355,0.726575,0.718219,3.446134,28525170,27859767,27237303,606876,0.976673,0.977657,44.881167,20470419,20470419,0,0,0,0,0,0,27852663,27852663,0,0,0,0,0,0,56450,56450,56450,1.5e+07,190,0.164932431231891,40,0.1550286,0.1447773,1.139215,1.966109,0.13807499187,0.133719856607,0.134127595097,0.0724822528797,0.231443857153,0.487998992442,0.203425208028,1.21792844072e-58,0.633443561641,0.512800162751,0.130559566518,0.288162201119
d21afc65-1672-4048-b38e-5f383f80dd67,BLUEPRINT,IHECRE00000141.3,H3K36me3,48526512,46935919,96.72,0,0,0,0,0,0,0,0,0,36402223,36001214,98.9,0,0,0,0,0,0,0,0,0,37477463,0,7542744,0,0,0.201261,28538076,0,685413,0,0,0.024017,37475873,30160047,24200729,4857494,0.804786,0.80241,4.982143,28525170,27859767,27237303,606876,0.976673,0.977657,44.881167,29934719,29934719,0,0,0,0,0,0,27852663,27852663,0,0,0,0,0,0,78711,78711,78711,1.5e+07,180,0.170796362889913,40,0.1697589,0.1580726,1.080493,1.088778,0.139800295315,0.141824845073,0.141800868044,0.106708039712,0.259658524085,0.490072762548,0.141514752866,3.6073034994e-86,0.597755980919,0.517219038815,0.128320540561,0.280333391641
abcda79a-936f-40ec-8154-fcb04016c5a0,BLUEPRINT,IHECRE00000141.3,H3K4me1,34785641,33907643,97.48,0,0,0,0,0,0,0,0,0,36402223,36001214,98.9,0,0,0,0,0,0,0,0,0,27362579,0,7580838,0,0,0.277051,28538076,0,685413,0,0,0.024017,27361456,19951926,14413940,4092747,0.729198,0.722434,3.521825,28525170,27859767,27237303,606876,0.976673,0.977657,44.881167,19781741,19781741,0,0,0,0,0,0,27852663,27852663,0,0,0,0,0,0,85405,85405,85405,1.5e+07,185,0.165677568276478,40,0.1519709,0.1419859,1.166859,2.372717,0.177705710649,0.166766493402,0.166815429398,0.112527614967,0.228869521044,0.487800032938,0.196359666836,1.03383108707e-56,0.657263272381,0.494873830681,0.150397235262,0.298367650174
230b7c8d-0e5d-4308-b903-cfa5f93853a5,BLUEPRINT,IHECRE00000141.3,H3K4me3,43399494,41528218,95.69,0,0,0,0,0,0,0,0,0,36402223,36001214,98.9,0,0,0,0,0,0,0,0,0,33794515,0,19029356,0,0,0.56309,28538076,0,685413,0,0,0.024017,33792258,15156728,6847452,3428719,0.448527,0.451776,1.997088,28525170,27859767,27237303,606876,0.976673,0.977657,44.881167,14765159,14765159,0,0,0,0,0,0,27852663,27852663,0,0,0,0,0,0,54331,54331,54331,1.5e+07,125,0.129291655136621,40,0.1247633,0.1093572,1.182287,1.293936,0.22982116639,0.253893682626,0.253924602602,0.181894533733,0.199158472674,0.48585534084,0.264018121694,5.72428260856e-42,0.666853934831,0.503682780809,0.221554537643,0.333291105165
a0b17085-db21-404e-b32b-6ced8ad38877,BLUEPRINT,IHECRE00000142.3,H3K27ac,40357862,39593992,98.11,0,0,0,0,0,0,0,0,0,43961929,43466552,98.87,0,0,0,0,0,0,0,0,0,33077745,0,8668158,0,0,0.262054,34817052,0,986001,0,0,0.028319,33076090,24643628,18111095,5020217,0.745059,0.73492,3.607632,34805825,33845350,32953408,867196,0.972405,0.973647,37.999954,24409587,24409587,0,0,0,0,0,0,33831051,33831051,0,0,0,0,0,0,57485,57485,57485,1.5e+07,210,0.196826078590004,40,0.1820021,0.160131,1.229156,1.677788,0.347342499003,0.322033535829,0.321975549401,0.307289445138,0.178181128885,0.489010871125,0.208085586216,4.01181109624e-70,0.711050554407,0.492655386122,0.299065850099,0.413108961265
d68ef71a-6619-4be2-ab76-ac39a82d9179,BLUEPRINT,IHECRE00000142.3,H3K27me3,46653272,45749568,98.06,0,0,0,0,0,0,0,0,0,43961929,43466552,98.87,0,0,0,0,0,0,0,0,0,36103272,0,2645557,0,0,0.073277,34817052,0,986001,0,0,0.028319,36103121,33526902,31150169,2220972,0.928643,0.92911,14.025467,34805825,33845350,32953408,867196,0.972405,0.973647,37.999954,33457715,33457715,0,0,0,0,0,0,33831051,33831051,0,0,0,0,0,0,16765,16765,16765,1.5e+07,220,0.173753798962056,40,0.1822052,0.1684728,1.031346,0.3845639,0.0590795973432,0.0438665397557,0.0438480686017,0.0301572373418,0.291640855241,0.490616232642,0.133161659742,1.42386711788e-96,0.546953660126,0.514491017767,0.0549243134052,0.228899739958
3e42cce2-67d7-4eef-b1a6-edb5e23eb51a,BLUEPRINT,IHECRE00000142.3,H3K36me3,50336329,49809412,98.95,0,0,0,0,0,0,0,0,0,43961929,43466552,98.87,0,0,0,0,0,0,0,0,0,40229484,0,5338467,0,0,0.1327,34817052,0,986001,0,0,0.028319,40229213,35019792,30410894,4087182,0.870507,0.868392,7.440553,34805825,33845350,32953408,867196,0.972405,0.973647,37.999954,34891017,34891017,0,0,0,0,0,0,33831051,33831051,0,0,0,0,0,0,90343,90343,90343,1.5e+07,215,0.186008249224686,40,0.1862437,0.1769795,1.051016,0.9745806,0.388994381581,0.36991755415,0.370110176391,0.358865074351,0.188723681517,0.490807701031,0.159390532095,1.07156605122e-100,0.758777945275,0.50027952478,0.283688695429,0.411489335319
18759d1b-59c9-4498-92ea-5d8422e5f213,BLUEPRINT,IHECRE00000142.3,H3K4me1,51965961,51329798,98.78,0,0,0,0,0,0,0,0,0,43961929,43466552,98.87,0,0,0,0,0,0,0,0,0,41768760,0,2786248,0,0,0.066707,34817052,0,986001,0,0,0.028319,41768573,39086943,36588606,2347336,0.935798,0.936083,15.58729,34805825,33845350,32953408,867196,0.972405,0.973647,37.999954,38982512,38982512,0,0,0,0,0,0,33831051,33831051,0,0,0,0,0,0,83686,83686,83686,1.5e+07,225,0.184342359040258,40,0.188757,0.1741456,1.058553,0.6978652,0.284520492117,0.281435497497,0.281446337353,0.268979887324,0.22884781448,0.491299402038,0.135250662268,1.5667789304e-112,0.709571649923,0.51598565896,0.226385244135,0.353757752571
04c97833-79e3-4e15-a844-d12897753030,BLUEPRINT,IHECRE00000142.3,H3K4me3,41493039,40694170,98.07,0,0,0,0,0,0,0,0,0,43961929,43466552,98.87,0,0,0,0,0,0,0,0,0,35949302,0,12079581,0,0,0.336017,34817052,0,986001,0,0,0.028319,35948296,24709048,17215324,5053822,0.68735,0.696721,3.406397,34805825,33845350,32953408,867196,0.972405,0.973647,37.999954,23869721,23869721,0,0,0,0,0,0,33831051,33831051,0,0,0,0,0,0,29978,29978,29978,1.5e+07,210,0.492726698897207,50,0.4200163,0.1598782,3.081887,1.279507,0.636095623649,0.631548937008,0.631322754568,0.630566347936,0.0874991787888,0.488831318935,0.322379811825,7.36782687709e-68,0.900944471324,0.500279446489,0.56713573558,0.623589422076
93558f10-e8da-42fe-865f-b8daa766a1ed,BLUEPRINT,IHECRE00000142.3,H3K9me3,53862778,52729867,97.9,0,0,0,0,0,0,0,0,0,43961929,43466552,98.87,0,0,0,0,0,0,0,0,0,36694299,0,3254567,0,0,0.088694,34817052,0,986001,0,0,0.028319,36694126,33530582,30729063,2585993,0.913786,0.916449,11.882887,34805825,33845350,32953408,867196,0.972405,0.973647,37.999954,33439732,33439732,0,0,0,0,0,0,33831051,33831051,0,0,0,0,0,0,13050,13050,13050,1.5e+07,240,0.189293191482247,40,0.2210784,0.1815836,1.042457,0.1952042,0.0472539868186,0.0374458762478,0.0373666288173,0.0162381573687,0.282884132366,0.49060813941,0.133437563728,2.07450214727e-96,0.56360186655,0.497994745597,0.0638809966043,0.242475361452
e9b176a3-5494-49ee-8d08-7a11a1b815ff,BLUEPRINT,IHECRE00000147.3,H3K27ac,38381199,12214025,31.82,0,0,0,0,0,0,0,0,0,18610136,18374480,98.73,0,0,0,0,0,0,0,0,0,9959170,0,4070963,0,0,0.408765,14651254,0,514650,0,0,0.035127,9958536,6608792,4419138,1414420,0.663631,0.668676,3.124346,14642782,14150925,13701719,432955,0.96641,0.968256,31.646982,5888207,5888207,0,0,0,0,0,0,14136604,14136604,0,0,0,0,0,0,29073,29073,29073,12212867,175,0.151741608769676,40,0.1006449,0.08069075,1.880533,3.560714,0.247226013944,0.242261153009,0.24210294258,0.173578639454,0.14047777451,0.477588648522,0.51329537321,2.2513980494e-16,0.558467653257,0.495579512983,0.213516090319,0.302323712112
31a4c841-3d2e-437c-b7e3-cec67ef766c3,BLUEPRINT,IHECRE00000147.3,H3K27me3,40002432,36914939,92.28,0,0,0,0,0,0,0,0,0,18610136,18374480,98.73,0,0,0,0,0,0,0,0,0,28978136,0,6249339,0,0,0.215657,14651254,0,514650,0,0,0.035127,28977293,22927078,18133923,3810141,0.791208,0.790939,4.759384,14642782,14150925,13701719,432955,0.96641,0.968256,31.646982,22728797,22728797,0,0,0,0,0,0,14136604,14136604,0,0,0,0,0,0,11904,11904,11904,1.5e+07,185,0.165938424862654,40,0.1652232,0.1525761,1.087578,1.056556,0.0133357608677,0.0630695748151,0.0628412290388,0.00987881232852,0.272529772662,0.488606321188,0.162659394531,3.64898505313e-65,0.550036587268,0.508166277781,0.0501224254661,0.237410356746
23a32481-9876-4715-ad0f-313308ce5df2,BLUEPRINT,IHECRE00000147.3,H3K36me3,47359556,43294251,91.42,0,0,0,0,0,0,0,0,0,18610136,18374480,98.73,0,0,0,0,0,0,0,0,0,34789350,0,10475589,0,0,0.301115,14651254,0,514650,0,0,0.035127,34786330,24586279,17226235,5288438,0.70678,0.700644,3.257339,14642782,14150925,13701719,432955,0.96641,0.968256,31.646982,24313761,24313761,0,0,0,0,0,0,14136604,14136604,0,0,0,0,0,0,75902,75902,75902,1.5e+07,185,0.166136834868922,40,0.1591918,0.1484371,1.11924,1.645767,0.125921555534,0.159657380457,0.159872186884,0.0989435683088,0.224784903889,0.488988134484,0.17554890898,7.86518659583e-70,0.634309260377,0.513720984412,0.145998963538,0.321701115266
f7c1ddea-b344-4b58-bfd7-a468c40e7c1e,BLUEPRINT,IHECRE00000147.3,H3K4me1,54722218,46922644,85.75,0,0,0,0,0,0,0,0,0,18610136,18374480,98.73,0,0,0,0,0,0,0,0,0,38174631,0,16475548,0,0,0.431584,14651254,0,514650,0,0,0.035127,38172613,22003016,12298938,5733558,0.576408,0.558966,2.14508,14642782,14150925,13701719,432955,0.96641,0.968256,31.646982,21699083,21699083,0,0,0,0,0,0,14136604,14136604,0,0,0,0,0,0,87824,87824,87824,1.5e+07,175,0.162710004360196,40,0.1485774,0.1361143,1.195393,2.133951,0.188248142696,0.23062898378,0.231113013183,0.170840902585,0.207474502771,0.488340217385,0.198278998908,3.52966510447e-62,0.680103324043,0.505733304202,0.187580265933,0.348095344137
8287380a-c247-4b2d-a6eb-3f6b62935eeb,BLUEPRINT,IHECRE00000147.3,H3K4me3,34898468,34433769,98.67,0,0,0,0,0,0,0,0,0,18610136,18374480,98.73,0,0,0,0,0,0,0,0,0,27687461,0,9887998,0,0,0.357129,14651254,0,514650,0,0,0.035127,27686684,17974276,11440261,4343745,0.649203,0.63648,2.633732,14642782,14150925,13701719,432955,0.96641,0.968256,31.646982,17799463,17799463,0,0,0,0,0,0,14136604,14136604,0,0,0,0,0,0,20747,20747,20747,1.5e+07,195,0.167274351535267,40,0.1501292,0.1333822,1.254098,2.023768,0.0675727257721,0.0908027007831,0.0903749236052,0.0636083988155,0.25466063114,0.487130983662,0.189044212614,7.08499704639e-51,0.545640117239,0.514358947174,0.101371026274,0.258452990871
75ea8988-00c2-4fd9-9d35-44ae4afdef2d,BLUEPRINT,IHECRE00000147.3,H3K9me3,47697660,45917484,96.27,0,0,0,0,0,0,0,0,0,18610136,18374480,98.73,0,0,0,0,0,0,0,0,0,33061877,0,6454787,0,0,0.195234,14651254,0,514650,0,0,0.035127,33061477,26778694,21691333,4181974,0.809967,0.810022,5.186865,14642782,14150925,13701719,432955,0.96641,0.968256,31.646982,26607090,26607090,0,0,0,0,0,0,14136604,14136604,0,0,0,0,0,0,12597,12597,12597,1.5e+07,190,0.180559558522361,40,0.2030468,0.1680289,1.074575,0.3578369,0.0159594027984,0.0471802654664,0.0474442585268,0.0110002119762,0.262456126113,0.489476724902,0.162171564296,1.44658074284e-76,0.58155361934,0.495297725067,0.0606945701716,0.259447523314
2e03a81f-c2c7-49d2-8ed0-3e995cb05920,BLUEPRINT,IHECRE00000151.3,H3K4me3,38907904,36566001,93.98,0,0,0,0,0,0,0,0,0,42327854,41885991,98.96,0,0,0,0,0,0,0,0,0,29035324,0,8260242,0,0,0.284489,33244490,0,3532591,0,0,0.106261,29034192,21099598,15256556,4297780,0.726716,0.723073,3.549869,33231899,29812600,26773858,2738463,0.897108,0.898072,9.776965,20775082,20775082,0,0,0,0,0,0,29711899,29711899,0,0,0,0,0,0,24167,24167,24167,1.5e+07,175,0.169489507318581,40,0.1592973,0.143377,1.182125,1.640204,0.0835101626175,0.0945829442704,0.0941434583947,0.0709376895674,0.269377655483,0.488081035813,0.161577770936,1.82390221342e-59,0.580450003399,0.515659979259,0.107619340227,0.250619026534
f3ece4b1-93ec-4be7-8fb6-a078d978f9ed,BLUEPRINT,IHECRE00000151.3,H3K9me3,44934016,39218682,87.28,0,0,0,0,0,0,0,0,0,42327854,41885991,98.96,0,0,0,0,0,0,0,0,0,26791187,0,3029031,0,0,0.113061,33244490,0,3532591,0,0,0.106261,26790092,23855797,21305741,2285094,0.890471,0.893105,9.323792,33231899,29812600,26773858,2738463,0.897108,0.898072,9.776965,23762156,23762156,0,0,0,0,0,0,29711899,29711899,0,0,0,0,0,0,13521,13521,13521,1.5e+07,205,0.191817363432289,40,0.2182398,0.1800664,1.065259,0.3078319,0.0490253038157,0.0467223877582,0.0460581995908,0.0141175535797,0.264838235121,0.488865102137,0.164128883149,2.84377115617e-68,0.551690011876,0.501602827117,0.074546258821,0.2513998474
9a3cfb88-6d7d-4b7c-9d6d-96e940ce08cf,BLUEPRINT,IHECRE00000152.3,H3K27ac,48254212,31189644,64.64,0,0,0,0,0,0,0,0,0,32667836,32056785,98.13,0,0,0,0,0,0,0,0,0,25832720,0,7236372,0,0,0.280124,28386182,0,10807590,0,0,0.380734,25829630,18793305,13660364,3726593,0.727587,0.726874,3.665644,28364945,17945582,11128677,4419938,0.632668,0.620135,2.517836,18596348,18596348,0,0,0,0,0,0,17578592,17578592,0,0,0,0,0,0,63355,63355,63355,1.5e+07,150,0.257168006826998,50,0.215925,0.1504489,1.709338,1.629893,0.361804324738,0.372225349834,0.371751331972,0.33922383259,0.148688408851,0.487419845529,0.282587659494,2.77205113189e-53,0.72048727043,0.493109497636,0.332265929981,0.449499566191
