epigenome	mark	ChromImpute_top1%	ChromImpute_corr_clip500	Average_top1%	Average_corr_clip500
IHECRE00003345.2	H3K27ac	NA	NA	49.4384	0.6364
IHECRE00003346.2	H3K27ac	NA	NA	47.8851	0.6636
IHECRE00003347.2	H3K27ac	NA	NA	34.6482	0.4539
IHECRE00003348.2	H3K27ac	NA	NA	29.407	0.4347
IHECRE00003349.2	H3K27ac	NA	NA	49.5179	0.697
IHECRE00003350.2	H3K27ac	NA	NA	35.0194	0.4756
IHECRE00003351.2	H3K27ac	NA	NA	35.3099	0.4566
IHECRE00003352.2	H3K27ac	NA	NA	36.2365	0.4848
IHECRE00003353.2	H3K27ac	NA	NA	35.7163	0.5042
IHECRE00003354.2	H3K27ac	NA	NA	57.0752	0.7652
IHECRE00003355.2	H3K27ac	NA	NA	9.8125	0.1732
IHECRE00003356.2	H3K27ac	NA	NA	49.1811	0.6459
IHECRE00003357.2	H3K27ac	NA	NA	46.6097	0.6183
IHECRE00003358.2	H3K27ac	NA	NA	52.1252	0.6575
IHECRE00003359.2	H3K27ac	NA	NA	43.2527	0.5982
IHECRE00003360.2	H3K27ac	NA	NA	47.0153	0.6254
IHECRE00003361.2	H3K27ac	NA	NA	44.6285	0.6186
IHECRE00003362.2	H3K27ac	NA	NA	52.4272	0.7031
IHECRE00003363.2	H3K27ac	NA	NA	46.0544	0.6416
IHECRE00003364.2	H3K27ac	NA	NA	32.008	0.4767
IHECRE00003365.2	H3K27ac	NA	NA	48.3359	0.7079
IHECRE00003366.2	H3K27ac	NA	NA	48.1372	0.6825
IHECRE00003367.2	H3K27ac	NA	NA	36.8776	0.5
IHECRE00003368.2	H3K27ac	NA	NA	27.7459	0.3319
IHECRE00003369.2	H3K27ac	NA	NA	27.9123	0.3736
IHECRE00003370.2	H3K27ac	NA	NA	60.4973	0.7481
IHECRE00003371.2	H3K27ac	NA	NA	22.2158	0.3707
IHECRE00003372.2	H3K27ac	NA	NA	42.4545	0.6046
IHECRE00003373.2	H3K27ac	NA	NA	46.45	0.6641
IHECRE00003374.2	H3K27ac	NA	NA	50.5948	0.7148
IHECRE00003375.2	H3K27ac	NA	NA	45.9038	0.6291
IHECRE00003376.2	H3K27ac	NA	NA	43.9216	0.5846
IHECRE00003377.2	H3K27ac	NA	NA	47.6229	0.6854
IHECRE00003378.2	H3K27ac	NA	NA	28.5925	0.4231
IHECRE00003379.2	H3K27ac	NA	NA	42.2826	0.5895
IHECRE00003380.2	H3K27ac	NA	NA	41.0205	0.5235
IHECRE00003381.2	H3K27ac	NA	NA	45.2051	0.5553
IHECRE00003382.2	H3K27ac	NA	NA	56.1276	0.7716
IHECRE00003383.2	H3K27ac	NA	NA	20.3146	0.3686
IHECRE00003384.2	H3K27ac	NA	NA	57.6222	0.7349
IHECRE00003385.2	H3K27ac	NA	NA	48.4165	0.6396
IHECRE00003386.2	H3K27ac	NA	NA	31.386	0.4545
IHECRE00003387.2	H3K27ac	NA	NA	43.6759	0.5363
IHECRE00003388.2	H3K27ac	NA	NA	30.2669	0.4352
IHECRE00003389.2	H3K27ac	NA	NA	48.7982	0.6633
IHECRE00003390.2	H3K27ac	NA	NA	44.8798	0.5591
IHECRE00003391.2	H3K27ac	NA	NA	44.6534	0.5594
IHECRE00003392.2	H3K27ac	NA	NA	41.5564	0.5877
IHECRE00003393.2	H3K27ac	NA	NA	36.1699	0.5051
IHECRE00003394.2	H3K27ac	NA	NA	52.6207	0.7049
IHECRE00003395.2	H3K27ac	NA	NA	50.9612	0.7348
IHECRE00003396.1	H3K27ac	65.3511	0.7789	31.5222	0.442
IHECRE00003397.1	H3K27ac	50.682	0.7603	27.3935	0.4714
IHECRE00003398.1	H3K27ac	58.8766	0.6985	29.6798	0.423
IHECRE00003399.1	H3K27ac	67.2508	0.814	36.4991	0.5515
IHECRE00003400.1	H3K27ac	50.8909	0.5947	24.3842	0.3095
IHECRE00003401.1	H3K27ac	59.7596	0.6934	32.7264	0.4572
IHECRE00003402.2	H3K27ac	61.2326	0.7564	31.7198	0.4566
IHECRE00003403.1	H3K27ac	69.7982	0.802	37.3045	0.5384
IHECRE00003404.1	H3K27ac	69.7614	0.8074	34.8785	0.5142
IHECRE00003405.1	H3K27ac	33.5067	0.5319	20.2629	0.3522
IHECRE00003406.1	H3K27ac	33.835	0.4808	18.1574	0.2785
IHECRE00003660.4	H3K27ac	58.4595	0.8062	39.1017	0.6167
IHECRE00003675.3	H3K27ac	69.9193	0.8774	33.4023	0.4562
IHECRE00003676.3	H3K27ac	64.8206	0.8519	44.1962	0.6335
IHECRE00003677.3	H3K27ac	76.1885	0.8858	35.3567	0.4635
IHECRE00003678.3	H3K27ac	67.0053	0.8593	38.8639	0.5208
IHECRE00003679.3	H3K27ac	64.1306	0.8466	38.5117	0.5457
IHECRE00003680.3	H3K27ac	72.1667	0.8676	31.1898	0.4129
IHECRE00003682.3	H3K27ac	71.5521	0.8576	33.8154	0.4319
IHECRE00003683.3	H3K27ac	79.0835	0.8821	29.6899	0.4405
IHECRE00003684.3	H3K27ac	60.7028	0.7742	36.4895	0.5475
IHECRE00003685.2	H3K27ac	76.9642	0.8706	28.5521	0.4346
IHECRE00003686.3	H3K27ac	56.0263	0.72	29.459	0.4216
IHECRE00003687.3	H3K27ac	46.8698	0.708	32.0304	0.5278
IHECRE00003688.3	H3K27ac	74.5185	0.8743	49.4254	0.6892
IHECRE00003689.3	H3K27ac	59.4729	0.8367	39.025	0.6281
IHECRE00003690.3	H3K27ac	71.0656	0.7892	24.5968	0.3819
IHECRE00003691.3	H3K27ac	79.6362	0.9066	24.7657	0.3973
IHECRE00003692.4	H3K27ac	79.5909	0.8953	39.2099	0.4948
IHECRE00003693.3	H3K27ac	80.081	0.9147	21.6595	0.3242
IHECRE00003694.3	H3K27ac	75.4191	0.8863	22.8707	0.3425
IHECRE00003695.3	H3K27ac	79.3024	0.8932	19.7404	0.3281
IHECRE00003696.3	H3K27ac	73.5932	0.8892	24.6217	0.4044
IHECRE00003702.4	H3K27ac	31.0932	0.5736	19.1893	0.397
IHECRE00003704.4	H3K27ac	25.5237	0.3197	15.6472	0.1894
IHECRE00003705.4	H3K27ac	51.2601	0.5788	34.2402	0.3881
IHECRE00003706.4	H3K27ac	51.313	0.6187	24.0096	0.2846
IHECRE00003707.4	H3K27ac	79.3088	0.9003	48.2548	0.6818
IHECRE00003709.4	H3K27ac	47.9041	0.6092	19.6355	0.2422
IHECRE00003710.4	H3K27ac	48.0741	0.6518	22.2327	0.3101
IHECRE00003711.4	H3K27ac	41.1557	0.6153	31.7228	0.534
IHECRE00003713.4	H3K27ac	37.0514	0.5319	27.2358	0.3813
IHECRE00003714.4	H3K27ac	51.3754	0.7	43.2722	0.655
IHECRE00003715.2	H3K27ac	58.9846	0.7614	34.5926	0.5332
IHECRE00003716.2	H3K27ac	70.8271	0.8942	38.5424	0.5574
IHECRE00003730.1	H3K27ac	64.6994	0.7733	33.3167	0.5009
IHECRE00003803.1	H3K27ac	42.7145	0.6646	36.2968	0.6048
IHECRE00003804.1	H3K27ac	82.7467	0.8804	38.8653	0.5945
IHECRE00003805.1	H3K27ac	77.5396	0.8659	52.9069	0.7494
IHECRE00003806.1	H3K27ac	79.6917	0.8723	61.3428	0.7822
IHECRE00003808.1	H3K27ac	82.9908	0.9049	39.9602	0.591
IHECRE00003809.1	H3K27ac	83.2268	0.9169	37.5663	0.5889
IHECRE00003810.1	H3K27ac	81.2428	0.891	42.512	0.622
IHECRE00003811.1	H3K27ac	83.9419	0.9156	38.993	0.6057
IHECRE00003812.1	H3K27ac	73.4663	0.8453	50.9733	0.7077
IHECRE00003813.1	H3K27ac	85.0084	0.9094	38.8894	0.6049
IHECRE00003814.1	H3K27ac	79.886	0.8527	42.0032	0.6569
IHECRE00003816.1	H3K27ac	82.6152	0.9247	58.4692	0.807
IHECRE00003817.1	H3K27ac	84.7387	0.9372	40.9216	0.5986
IHECRE00003818.1	H3K27ac	67.9961	0.8586	50.9635	0.7392
IHECRE00003819.1	H3K27ac	77.8077	0.9085	34.4653	0.5691
IHECRE00003821.3	H3K27ac	48.1452	0.701	23.1472	0.398
IHECRE00003822.3	H3K27ac	84.7387	0.904	45.2255	0.5895
IHECRE00003824.4	H3K27ac	77.2274	0.9108	53.8605	0.7193
IHECRE00003825.5	H3K27ac	16.8556	0.4445	12.5794	0.3218
IHECRE00003826.4	H3K27ac	51.9176	0.7813	46.0517	0.6895
IHECRE00003827.1	H3K27ac	83.2299	0.8861	41.8002	0.5037
IHECRE00003828.3	H3K27ac	81.2421	0.9128	40.8038	0.5134
IHECRE00003829.4	H3K27ac	70.3006	0.8424	53.4424	0.6784
IHECRE00003830.4	H3K27ac	71.5411	0.8403	59.0576	0.7763
IHECRE00003832.2	H3K27ac	86.6726	0.952	46.6358	0.6136
IHECRE00003833.4	H3K27ac	6.8944	0.1101	4.3186	0.0768
IHECRE00003834.5	H3K27ac	24.8497	0.3585	19.1315	0.3027
IHECRE00003835.4	H3K27ac	73.4092	0.8546	50.3421	0.6849
IHECRE00003836.3	H3K27ac	76.2451	0.8013	34.2762	0.3515
IHECRE00003837.4	H3K27ac	29.8448	0.5556	21.1138	0.3954
IHECRE00003838.5	H3K27ac	40.7252	0.6698	30.2916	0.4788
IHECRE00003842.2	H3K27ac	87.3523	0.9308	46.6715	0.6107
IHECRE00003843.4	H3K27ac	36.8895	0.6514	27.8198	0.5273
IHECRE00003844.4	H3K27ac	66.6813	0.8312	46.6524	0.6703
IHECRE00003845.2	H3K27ac	82.4679	0.845	43.8042	0.6216
IHECRE00003846.4	H3K27ac	32.6756	0.6051	25.7099	0.5508
IHECRE00003847.4	H3K27ac	55.3165	0.7454	38.4346	0.5675
IHECRE00003848.5	H3K27ac	78.5745	0.8558	54.2175	0.6634
IHECRE00004602.2	H3K27ac	72.0607	0.8477	46.57	0.6447
IHECRE00004603.3	H3K27ac	55.344	0.6628	35.6908	0.5487
IHECRE00004604.3	H3K27ac	59.0267	0.7525	39.2077	0.5823
IHECRE00004605.1	H3K27ac	71.4081	0.8579	27.6732	0.4486
IHECRE00004606.2	H3K27ac	84.0447	0.9187	41.8143	0.5971
IHECRE00004607.2	H3K27ac	82.2523	0.8742	39.366	0.5357
IHECRE00004608.1	H3K27ac	77.2641	0.9092	38.4237	0.5888
IHECRE00004609.2	H3K27ac	73.2156	0.8593	28.9248	0.4591
IHECRE00004610.2	H3K27ac	78.2265	0.9077	33.6111	0.4994
IHECRE00004611.2	H3K27ac	60.9287	0.7095	26.9115	0.4471
IHECRE00004612.2	H3K27ac	78.3274	0.8159	38.7366	0.5116
IHECRE00004613.1	H3K27ac	84.2879	0.9254	40.2621	0.5713
IHECRE00004614.1	H3K27ac	81.0451	0.9221	37.7977	0.5289
IHECRE00004615.1	H3K27ac	76.5177	0.9041	36.1195	0.5598
IHECRE00004616.1	H3K27ac	82.7879	0.8896	39.997	0.5386
IHECRE00004617.2	H3K27ac	81.4296	0.9057	41.5779	0.5492
IHECRE00004618.1	H3K27ac	76.6783	0.8956	36.3977	0.555
IHECRE00004619.2	H3K27ac	81.6402	0.9174	37.7609	0.5273
IHECRE00004620.2	H3K27ac	83.7709	0.9003	41.6929	0.5957
IHECRE00004621.2	H3K27ac	83.8668	0.9271	38.873	0.53
IHECRE00004622.3	H3K27ac	66.6152	0.8871	49.3772	0.7408
IHECRE00004624.3	H3K27ac	82.8907	0.9342	50.5366	0.7345
IHECRE00004627.3	H3K27ac	60.2894	0.7169	27.8331	0.2594
IHECRE00004628.3	H3K27ac	59.2519	0.7379	27.9504	0.371
IHECRE00004629.3	H3K27ac	78.4808	0.9195	42.4145	0.6079
IHECRE00004631.3	H3K27ac	67.0863	0.8179	35.0367	0.5675
IHECRE00004632.3	H3K27ac	70.0848	0.8778	51.1753	0.7244
IHECRE00004633.3	H3K27ac	63.1234	0.7698	26.6224	0.3464
IHECRE00004634.3	H3K27ac	80.3919	0.9273	42.2208	0.6373
IHECRE00004635.3	H3K27ac	43.6001	0.5956	26.8582	0.4295
IHECRE00004636.3	H3K27ac	83.0264	0.9484	43.7199	0.6568
IHECRE00004637.3	H3K27ac	56.0127	0.8029	47.9219	0.7492
IHECRE00004640.3	H3K27ac	66.3	0.8333	38.0635	0.601
IHECRE00004641.3	H3K27ac	55.8126	0.7174	37.9126	0.6423
IHECRE00004643.3	H3K27ac	72.3464	0.88	63.1821	0.8055
IHECRE00004646.3	H3K27ac	37.9606	0.6342	31.0844	0.5339
IHECRE00004647.3	H3K27ac	79.2679	0.9394	68.8798	0.8422
IHECRE00004648.3	H3K27ac	63.4641	0.8451	52.8139	0.7751
IHECRE00004649.3	H3K27ac	62.1902	0.8494	52.0355	0.7503
IHECRE00004650.3	H3K27ac	77.9432	0.927	50.2333	0.7427
IHECRE00004653.3	H3K27ac	68.7101	0.7336	40.8885	0.4546
IHECRE00004654.3	H3K27ac	74.7151	0.9323	54.9366	0.7861
IHECRE00004655.3	H3K27ac	60.7288	0.8173	46.558	0.6922
IHECRE00004656.3	H3K27ac	63.5389	0.8431	47.7691	0.7329
IHECRE00004657.3	H3K27ac	58.0243	0.765	38.7669	0.6086
IHECRE00004658.3	H3K27ac	55.9265	0.6385	40.6491	0.4701
IHECRE00004659.3	H3K27ac	53.0118	0.6515	43.251	0.585
IHECRE00004660.3	H3K27ac	76.2864	0.8909	53.133	0.7746
IHECRE00004661.3	H3K27ac	54.5478	0.7843	41.985	0.6682
IHECRE00004662.3	H3K27ac	83.229	0.9128	49.0632	0.638
IHECRE00004664.3	H3K27ac	78.482	0.9241	51.2523	0.7548
IHECRE00004665.3	H3K27ac	86.5161	0.9673	51.791	0.7417
IHECRE00004667.3	H3K27ac	37.9146	0.5259	30.1023	0.4329
IHECRE00004668.3	H3K27ac	86.0006	0.9607	51.1622	0.7437
IHECRE00004669.3	H3K27ac	64.5315	0.8272	49.0727	0.7382
IHECRE00004671.3	H3K27ac	79.0603	0.9405	66.4518	0.8342
IHECRE00004672.3	H3K27ac	68.1646	0.8692	52.9217	0.7821
IHECRE00004673.3	H3K27ac	62.1105	0.7183	28.7525	0.2222
IHECRE00004674.3	H3K27ac	69.4796	0.8854	52.5369	0.7777
IHECRE00004675.3	H3K27ac	71.5024	0.8448	53.1723	0.7924
IHECRE00004676.3	H3K27ac	69.076	0.8186	43.3339	0.5174
IHECRE00004679.3	H3K27ac	81.9508	0.9313	49.7552	0.7254
IHECRE00004680.3	H3K27ac	63.4763	0.7218	34.0824	0.4531
IHECRE00004681.3	H3K27ac	77.9297	0.9189	55.1046	0.793
IHECRE00004682.3	H3K27ac	71.14	0.8788	47.9576	0.7191
IHECRE00004683.3	H3K27ac	73.5964	0.9189	53.2941	0.7576
IHECRE00004688.3	H3K27ac	65.4314	0.8247	44.607	0.6587
IHECRE00004689.3	H3K27ac	49.5471	0.6024	34.0413	0.4374
IHECRE00004691.3	H3K27ac	44.3459	0.5021	29.1617	0.2887
IHECRE00004693.3	H3K27ac	68.6001	0.7691	31.7325	0.2838
IHECRE00004695.3	H3K27ac	77.9888	0.9352	48.697	0.7122
IHECRE00004696.3	H3K27ac	66.8573	0.8647	41.2397	0.6411
IHECRE00004699.3	H3K27ac	79.9835	0.9385	60.4222	0.8315
IHECRE00004700.3	H3K27ac	68.9488	0.8463	40.6166	0.6019
IHECRE00004701.3	H3K27ac	68.124	0.88	55.7783	0.79
IHECRE00004703.3	H3K27ac	73.6707	0.8518	61.7731	0.8525
IHECRE00004704.3	H3K27ac	67.051	0.8606	52.0817	0.7788
IHECRE00004705.3	H3K27ac	68.0605	0.8495	42.8737	0.6722
IHECRE00004708.3	H3K27ac	74.4085	0.9013	55.401	0.8063
IHECRE00004709.3	H3K27ac	71.7233	0.8836	52.1948	0.7366
IHECRE00004711.3	H3K27ac	73.379	0.8979	57.2494	0.8117
IHECRE00004712.3	H3K27ac	44.7916	0.6997	29.7841	0.4778
IHECRE00004713.2	H3K27ac	52.0144	0.7359	42.2013	0.631
IHECRE00004723.1	H3K27ac	NA	NA	27.0725	0.3728
IHECRE00004724.1	H3K27ac	NA	NA	24.9261	0.329
IHECRE00004726.1	H3K27ac	78.558	0.8987	34.3803	0.5307
IHECRE00004727.1	H3K27ac	83.6274	0.9046	41.1977	0.5768
IHECRE00004728.1	H3K27ac	79.1226	0.9101	37.1781	0.5565
IHECRE00004729.1	H3K27ac	79.4984	0.8939	35.9385	0.5435
IHECRE00004730.1	H3K27ac	84.663	0.9043	39.2929	0.5365
IHECRE00004731.1	H3K27ac	71.269	0.7931	35.9093	0.5638
IHECRE00004732.1	H3K27ac	80.7218	0.9362	38.2607	0.5629
IHECRE00004733.1	H3K27ac	84.1403	0.9494	39.3231	0.5444
IHECRE00004734.1	H3K27ac	77.6522	0.9256	37.5095	0.5614
IHECRE00004735.1	H3K27ac	NA	NA	23.9484	0.3189
IHECRE00004736.1	H3K27ac	NA	NA	24.2113	0.3462
IHECRE00004737.1	H3K27ac	NA	NA	36.6694	0.5858
IHECRE00004738.1	H3K27ac	NA	NA	36.1471	0.5807
IHECRE00004739.1	H3K27ac	NA	NA	35.7844	0.5646
IHECRE00004740.1	H3K27ac	NA	NA	34.9066	0.5594
IHECRE00004880.1	H3K27ac	48.78	0.6284	26.1259	0.4119
IHECRE00004883.1	H3K27ac	50.4653	0.6495	28.9594	0.4544
IHECRE00004884.1	H3K27ac	57.1953	0.7321	30.6423	0.4785
IHECRE00004885.1	H3K27ac	62.7735	0.7913	39.3318	0.6386
IHECRE00004886.1	H3K27ac	50.0761	0.7194	39.1552	0.6645
IHECRE00004888.1	H3K27ac	68.556	0.8721	48.6803	0.7296
IHECRE00004894.1	H3K27ac	53.6998	0.7244	43.3546	0.6123
IHECRE00004897.1	H3K27ac	55.2314	0.7121	26.8597	0.4249
IHECRE00004900.1	H3K27ac	63.51	0.7949	35.5691	0.5488
IHECRE00004903.1	H3K27ac	46.3016	0.6223	24.8625	0.3646
IHECRE00004905.1	H3K27ac	18.6228	0.2529	16.8781	0.2428
IHECRE00000001.4	H3K27me3	17.1047	0.3435	8.5876	0.2143
IHECRE00000002.3	H3K27me3	40.0667	0.6002	35.2118	0.5001
IHECRE00000004.3	H3K27me3	80.1122	0.8878	70.3951	0.7539
IHECRE00000008.3	H3K27me3	40.4218	0.6026	36.3954	0.522
IHECRE00000009.3	H3K27me3	21.2382	0.4411	17.7702	0.3323
IHECRE00000010.3	H3K27me3	42.6884	0.6855	37.1247	0.5648
IHECRE00000011.3	H3K27me3	29.2987	0.4537	25.7947	0.3721
IHECRE00000013.3	H3K27me3	61.5203	0.7741	56.2851	0.6991
IHECRE00000014.2	H3K27me3	47.4224	0.65	43.0826	0.5845
IHECRE00000016.3	H3K27me3	53.4082	0.6878	48.9422	0.6146
IHECRE00000022.3	H3K27me3	49.7498	0.6808	46.0003	0.6244
IHECRE00000024.3	H3K27me3	40.1418	0.638	36.1245	0.5395
IHECRE00000026.3	H3K27me3	58.1025	0.7582	53.7033	0.7046
IHECRE00000027.3	H3K27me3	86.7929	0.9174	78.1827	0.852
IHECRE00000031.3	H3K27me3	33.1345	0.5334	30.7992	0.4734
IHECRE00000034.3	H3K27me3	50.5584	0.7071	45.4284	0.626
IHECRE00000035.3	H3K27me3	32.7086	0.5696	28.5679	0.4683
IHECRE00000043.3	H3K27me3	39.5206	0.5885	36.0976	0.5168
IHECRE00000045.3	H3K27me3	48.0976	0.7223	39.8877	0.6162
IHECRE00000048.3	H3K27me3	53.7301	0.631	51.1867	0.5952
IHECRE00000049.3	H3K27me3	54.2941	0.688	54.1304	0.6733
IHECRE00000051.3	H3K27me3	24.7322	0.4331	23.2461	0.3851
IHECRE00000053.3	H3K27me3	21.2131	0.406	18.109	0.3461
IHECRE00000055.3	H3K27me3	47.6833	0.635	43.6176	0.5522
IHECRE00000059.3	H3K27me3	40.1461	0.5647	36.789	0.4916
IHECRE00000060.3	H3K27me3	29.4366	0.4802	26.9074	0.4058
IHECRE00000070.3	H3K27me3	61.4229	0.7622	57.5389	0.7001
IHECRE00000071.3	H3K27me3	69.025	0.8131	62.9835	0.7391
IHECRE00000073.3	H3K27me3	14.0039	0.3424	12.9314	0.2728
IHECRE00000075.3	H3K27me3	23.8105	0.4393	20.1852	0.3438
IHECRE00000076.3	H3K27me3	47.7709	0.6855	43.4376	0.6088
IHECRE00000083.3	H3K27me3	55.002	0.6125	51.4183	0.5609
IHECRE00000084.3	H3K27me3	31.0147	0.4874	28.1482	0.4212
IHECRE00000087.3	H3K27me3	27.8274	0.4554	24.5408	0.3782
IHECRE00000090.3	H3K27me3	63.5646	0.727	59.2074	0.6924
IHECRE00000094.3	H3K27me3	56.1739	0.6825	50.3568	0.5909
IHECRE00000095.3	H3K27me3	75.7461	0.8543	67.7571	0.7627
IHECRE00000096.3	H3K27me3	79.7409	0.8643	73.349	0.8258
IHECRE00000097.3	H3K27me3	66.2036	0.7714	61.069	0.7265
IHECRE00000099.3	H3K27me3	45.4484	0.6853	37.4756	0.5831
IHECRE00000101.3	H3K27me3	57.7551	0.6782	53.6866	0.6356
IHECRE00000102.3	H3K27me3	56.972	0.7692	49.9096	0.6814
IHECRE00000105.3	H3K27me3	39.7018	0.5511	37.8984	0.4985
IHECRE00000108.3	H3K27me3	35.2013	0.5128	33.2758	0.4784
IHECRE00000109.3	H3K27me3	85.3055	0.9187	73.0557	0.7751
IHECRE00000112.3	H3K27me3	64.8315	0.7975	61.5154	0.7466
IHECRE00000113.3	H3K27me3	37.3942	0.5528	33.7522	0.4827
IHECRE00000114.3	H3K27me3	63.4448	0.7492	60.2167	0.7107
IHECRE00000118.3	H3K27me3	13.6126	0.3046	12.6344	0.2551
IHECRE00000121.3	H3K27me3	50.6049	0.6599	47.3577	0.609
IHECRE00000124.3	H3K27me3	80.672	0.8776	72.0427	0.7907
IHECRE00000125.3	H3K27me3	40.2159	0.5956	35.9225	0.5213
IHECRE00000126.3	H3K27me3	53.1851	0.7682	43.6757	0.6744
IHECRE00000128.3	H3K27me3	35.1527	0.5391	32.5744	0.4717
IHECRE00000129.3	H3K27me3	37.3455	0.5705	34.481	0.4983
IHECRE00000132.3	H3K27me3	31.8267	0.4987	27.5263	0.4183
IHECRE00000133.3	H3K27me3	36.1733	0.5751	31.8104	0.4829
IHECRE00000135.3	H3K27me3	64.2491	0.7297	60.1263	0.6652
IHECRE00000140.3	H3K27me3	36.3095	0.5716	32.599	0.4922
IHECRE00000141.3	H3K27me3	40.1024	0.5823	36.1649	0.5219
IHECRE00000142.3	H3K27me3	46.5738	0.6413	45.6877	0.5988
IHECRE00000147.3	H3K27me3	27.0444	0.5193	22.6854	0.3896
IHECRE00000152.3	H3K27me3	38.3326	0.6601	27.8316	0.4789
IHECRE00000153.3	H3K27me3	37.5212	0.6564	30.2405	0.5101
IHECRE00000155.3	H3K27me3	68.7865	0.7823	65.0954	0.7482
IHECRE00000159.3	H3K27me3	80.8953	0.8937	71.2044	0.7949
IHECRE00000160.3	H3K27me3	30.5491	0.525	25.9402	0.4173
IHECRE00000161.3	H3K27me3	42.7266	0.6035	38.8415	0.534
IHECRE00000171.3	H3K27me3	48.5215	0.6735	46.9689	0.6179
IHECRE00000174.3	H3K27me3	49.6867	0.6848	44.8066	0.5964
IHECRE00000175.3	H3K27me3	36.4714	0.5421	34.2993	0.4912
IHECRE00000177.3	H3K27me3	45.3865	0.6415	41.5274	0.5674
IHECRE00000178.3	H3K27me3	71.6434	0.8391	64.15	0.7359
IHECRE00000180.3	H3K27me3	28.9275	0.5188	25.3913	0.4193
IHECRE00000181.3	H3K27me3	33.6584	0.5222	29.5276	0.4318
IHECRE00000184.3	H3K27me3	38.5942	0.6146	32.8822	0.5142
IHECRE00000187.3	H3K27me3	47.6884	0.6853	42.1069	0.5939
IHECRE00000188.3	H3K27me3	36.7885	0.6265	28.5452	0.4727
IHECRE00000191.3	H3K27me3	37.0133	0.5952	31.4036	0.4772
IHECRE00000193.3	H3K27me3	70.4367	0.831	66.9134	0.779
IHECRE00000194.3	H3K27me3	26.9286	0.5049	22.9815	0.3843
IHECRE00000195.3	H3K27me3	54.3255	0.7212	50.3152	0.6455
IHECRE00000221.3	H3K27me3	30.752	0.5509	24.9929	0.4527
IHECRE00000222.3	H3K27me3	11.7354	0.4042	4.2196	0.1598
IHECRE00000223.3	H3K27me3	45.1303	0.709	24.0017	0.4393
IHECRE00000224.3	H3K27me3	23.9862	0.5783	9.5395	0.2682
IHECRE00000225.3	H3K27me3	15.4829	0.3511	7.3033	0.1926
IHECRE00000226.3	H3K27me3	35.5104	0.673	24.0506	0.4435
IHECRE00000227.3	H3K27me3	14.2343	0.3413	5.2644	0.1666
IHECRE00000228.3	H3K27me3	47.9649	0.726	26.0763	0.4763
IHECRE00000229.3	H3K27me3	23.296	0.5558	13.3226	0.3079
IHECRE00000230.3	H3K27me3	22.3204	0.5646	12.5288	0.3026
IHECRE00000231.3	H3K27me3	47.2472	0.7316	29.3898	0.5118
IHECRE00000232.3	H3K27me3	41.4591	0.7484	5.0459	0.2148
IHECRE00000233.3	H3K27me3	43.8152	0.7093	27.595	0.501
IHECRE00000234.3	H3K27me3	39.1431	0.6857	7.1932	0.2293
IHECRE00000235.3	H3K27me3	42.3435	0.6954	22.0648	0.4147
IHECRE00000236.3	H3K27me3	33.5104	0.6651	15.9906	0.3501
IHECRE00000237.3	H3K27me3	60.0556	0.7799	48.4324	0.6707
IHECRE00000238.3	H3K27me3	21.7518	0.5046	5.9654	0.1587
IHECRE00000239.3	H3K27me3	34.9452	0.6765	5.7519	0.2207
IHECRE00000240.3	H3K27me3	32.6196	0.6075	23.906	0.475
IHECRE00000241.3	H3K27me3	38.9903	0.6844	6.5571	0.2077
IHECRE00000242.3	H3K27me3	42.6385	0.6851	16.996	0.3475
IHECRE00000243.3	H3K27me3	35.2598	0.6735	14.6491	0.3697
IHECRE00000244.3	H3K27me3	39.4512	0.6873	20.4089	0.3938
IHECRE00000246.3	H3K27me3	40.6734	0.7402	2.7333	0.1452
IHECRE00000247.3	H3K27me3	43.2481	0.7178	14.6891	0.3236
IHECRE00000248.2	H3K27me3	88.6739	0.9437	77.5314	0.8316
IHECRE00000249.2	H3K27me3	68.9583	0.8262	62.0328	0.7589
IHECRE00000250.2	H3K27me3	47.5952	0.7317	40.3284	0.6346
IHECRE00000251.2	H3K27me3	72.8433	0.8119	64.3031	0.704
IHECRE00000252.2	H3K27me3	67.9741	0.7878	64.5196	0.7477
IHECRE00000256.2	H3K27me3	87.9107	0.9306	77.1527	0.8347
IHECRE00000257.2	H3K27me3	63.7133	0.7874	61.8458	0.766
IHECRE00000258.2	H3K27me3	60.7096	0.7962	53.2963	0.7092
IHECRE00000260.2	H3K27me3	24.156	0.4322	22.3331	0.3823
IHECRE00000261.2	H3K27me3	42.1729	0.6466	36.1265	0.5279
IHECRE00000262.2	H3K27me3	69.215	0.8054	61.7961	0.7064
IHECRE00000263.2	H3K27me3	61.6841	0.8024	55.3578	0.7081
IHECRE00000265.2	H3K27me3	72.6619	0.8173	66.1315	0.7518
IHECRE00000267.2	H3K27me3	79.7747	0.8985	73.5137	0.8039
IHECRE00000269.2	H3K27me3	56.5059	0.7343	53.0821	0.6711
IHECRE00000270.2	H3K27me3	23.8987	0.4848	18.8791	0.3515
IHECRE00000271.2	H3K27me3	63.5693	0.7766	57.5963	0.6811
IHECRE00000277.2	H3K27me3	67.0269	0.812	63.2067	0.7623
IHECRE00000279.2	H3K27me3	47.6091	0.731	29.4475	0.5315
IHECRE00000280.2	H3K27me3	59.4241	0.8052	49.4483	0.6897
IHECRE00000283.2	H3K27me3	77.9389	0.8899	66.8527	0.7823
IHECRE00000284.2	H3K27me3	86.1313	0.9299	76.1743	0.835
