uuid,data_generating_centre,epirr_id,total,fraction_mapped,fraction_duplicates,fraction_rrna,fraction_intergenic
fdee038a-d736-45f3-b5be-80af15de7d4e,BLUEPRINT,IHECRE00000349.2,257842798,0.973651,0.385339,0.000657028,0.0280327
f2f7b40c-f882-4504-a6fd-f37ca57d39ad,BLUEPRINT,IHECRE00000350.2,43580784,0.963982,0.709931,0.000580013,0.0266335
d4648b30-da54-4d94-83fe-c72792174ff8,BLUEPRINT,IHECRE00000352.2,32670013,0.942229,0.82344,0.00197108,0.0201746
561f1333-05c2-4d73-959c-176efec45c83,BLUEPRINT,IHECRE00000353.2,233824878,0.975105,0.258028,0.000195238,0.0366719
5cbd05e7-426f-493d-8f52-1621523dd006,BLUEPRINT,IHECRE00000354.2,226732584,0.971347,0.292865,0.00106355,0.0380591
7d3dc86f-82ec-40c0-b0be-e2729a9218dd,BLUEPRINT,IHECRE00001237.1,193863092,0.966388,0.250577,0.00157814,0.0463777
8d25b80d-2fe0-46eb-ac32-66eef0e8148a,BLUEPRINT,IHECRE00001244.1,184500300,0.954667,0.508776,0.00255446,0.0478666
0815260d-bc8f-4f38-801c-d54f557103c4,BLUEPRINT,IHECRE00001246.1,198343970,0.965264,0.445683,0.000276714,0.0266241
62d0b573-2257-4954-8580-01213d839bfe,BLUEPRINT,IHECRE00001249.1,211085824,0.968209,0.492745,0.00138984,0.0159065
bd76e87c-a120-4807-9045-548a39613f26,BLUEPRINT,IHECRE00001260.1,183174970,0.976859,0.333202,0.000948484,0.0378073
fea1114b-8b34-4e3a-bd6a-c66f60bf6955,BLUEPRINT,IHECRE00001275.1,185967044,0.963199,0.177048,0.000912628,0.0353541
35d686de-caee-4cc4-b61c-bf1d18ee933a,BLUEPRINT,IHECRE00001281.1,216111732,0.969824,0.375283,0.000852105,0.0343911
324a33f6-c7c4-4554-8477-bdbf8a44ef0e,BLUEPRINT,IHECRE00001284.1,206464074,0.972173,0.366511,0.00236592,0.0440553
b1b9da7b-1559-4acd-a66b-9923db54b037,BLUEPRINT,IHECRE00001297.1,241164930,0.973591,0.175356,0.00102741,0.0456895
6a85401d-40aa-4dc9-8443-aedd07c56333,BLUEPRINT,IHECRE00001306.1,188789344,0.961217,0.371622,0.00100746,0.0407311
aeed4422-ede2-4e89-b053-c37821fafea2,BLUEPRINT,IHECRE00001307.1,171427010,0.972596,0.292138,0.000404458,0.0297353
97611299-a261-47d4-a6a3-9b32916ab9fe,BLUEPRINT,IHECRE00001311.1,121003087,0.959066,0.736891,0.00047128,0.046059
b7a5a4fb-51ec-4671-b0c9-b3602bc74ff3,BLUEPRINT,IHECRE00001315.1,205336948,0.963151,0.137033,0.000651098,0.0613791
92160c68-f731-4086-8cd5-55431a4dd501,BLUEPRINT,IHECRE00001316.1,103196430,0.980555,0.722911,0.000883804,0.0377392
b59e9cdb-3b95-4845-b9a9-945600280161,BLUEPRINT,IHECRE00001319.1,95654714,0.976103,0.602395,0.000592531,0.0331664
b406188f-ba66-438b-8a33-ce40ef5555d0,BLUEPRINT,IHECRE00001320.1,201665246,0.94634,0.314756,0.000444227,0.0206567
9d1b18aa-7077-403c-bd9d-2f785eb33747,BLUEPRINT,IHECRE00001326.1,207478734,0.969396,0.466585,0.000177493,0.0217012
934e65eb-4e7c-4877-ab35-f0b9fdff2925,BLUEPRINT,IHECRE00001331.1,233727012,0.983483,0.537454,0.000238852,0.0136879
1ee30098-2d1d-446a-a261-0063b27e9124,BLUEPRINT,IHECRE00001335.1,204144584,0.982963,0.529816,0.000720758,0.0170181
f89a017d-081c-4cf3-ae50-e75a3c8e0c99,BLUEPRINT,IHECRE00001338.1,176630232,0.984274,0.449328,0.000679374,0.0132202
8b467850-cbe3-43ed-a90b-77bfb840ec2b,BLUEPRINT,IHECRE00001361.1,172481672,0.973399,0.30066,0.000589594,0.0349527
14e2f5db-f738-4a5f-88e3-55ec5e3a077e,BLUEPRINT,IHECRE00001375.1,205789328,0.981905,0.14664,0.000322385,0.0448373
c19de132-4a62-4193-951b-64812adff79c,BLUEPRINT,IHECRE00001378.1,215672442,0.973761,0.248065,0.000454885,0.0395465
ca835efa-a770-431f-aa30-7d78561b8d4a,BLUEPRINT,IHECRE00001379.1,224590322,0.966278,0.229957,0.000675367,0.0321246
51de2b76-348c-4a74-bd7e-cfa5f471b5bf,BLUEPRINT,IHECRE00001384.1,225418424,0.977076,0.392077,0.000284321,0.018784
688c2bc1-abfd-4acc-90e7-6a49b85ff1d9,BLUEPRINT,IHECRE00001387.1,176617020,0.958759,0.241071,0.00146391,0.0247927
849864ae-5463-43df-8cfe-903b87fa83aa,BLUEPRINT,IHECRE00001404.1,165456640,0.971784,0.316408,0.000548392,0.0358112
aab38a59-829c-479e-a028-16502b87cc5f,BLUEPRINT,IHECRE00001406.1,226491440,0.974413,0.146843,0.000431181,0.0468689
ce7b6d22-e5ca-41fd-9f83-70971325dde3,BLUEPRINT,IHECRE00001413.1,205402684,0.978999,0.373456,0.000863239,0.0298873
24ef6b0a-96f6-482d-a5e9-0ed7b42a3bb8,BLUEPRINT,IHECRE00001431.1,95982885,0.978267,0.539352,0.000478919,0.0364488
643a527a-eeeb-431a-b6e2-b44144798f01,BLUEPRINT,IHECRE00001439.1,220184066,0.977194,0.293259,0.00136653,0.0275693
a16ba2d6-085d-4d65-a5b9-5d2330c0ce09,BLUEPRINT,IHECRE00001440.1,187333926,0.977925,0.508633,0.000420817,0.0141653
62d7a8d4-3ff1-4cda-9234-6a8e073ba54f,BLUEPRINT,IHECRE00001447.1,224112798,0.970338,0.226621,0.00113254,0.0498915
4894f9aa-cddd-4c4a-b38e-8ee54c78979d,BLUEPRINT,IHECRE00001453.1,201881208,0.97806,0.332349,0.000790197,0.0302796
80643ce2-2985-44c7-9a92-60f83c00f8bb,BLUEPRINT,IHECRE00001457.1,204556850,0.969213,0.297737,0.0013252,0.0262029
c356f174-0e37-4692-9714-baf84f6277e0,BLUEPRINT,IHECRE00001458.1,168637360,0.968488,0.34366,0.00185669,0.0726673
94ed43b4-7cb6-4543-905e-2b20313dec06,BLUEPRINT,IHECRE00001459.1,219032340,0.974247,0.215944,0.000558527,0.0422167
eeb84774-810e-46a9-a34b-b3ca29a47aeb,BLUEPRINT,IHECRE00001460.1,251540696,0.976642,0.16451,0.00090509,0.0362929
dbe740b4-fe58-40fc-82bd-d77838fbc201,BLUEPRINT,IHECRE00001467.1,246356344,0.971585,0.265605,0.00227719,0.0365547
4c8bd81d-f7d5-420c-8bbd-b56e6ae05bd1,BLUEPRINT,IHECRE00001471.1,217530064,0.981408,0.49618,0.000892088,0.00954053
7f5caabc-97e0-40e8-b946-f4d431791534,BLUEPRINT,IHECRE00001478.1,227240728,0.974971,0.212587,0.000600461,0.0421254
aa8a2201-9cf8-441a-81ff-0b1624ae4809,BLUEPRINT,IHECRE00001482.1,191660044,0.9629,0.416706,0.000535905,0.0268701
89e92462-0165-4860-8723-16298f8c987e,BLUEPRINT,IHECRE00001483.1,210983634,0.982559,0.55937,0.000707435,0.0158851
c7444c1a-4fff-4f79-a5fd-22a30bda0632,BLUEPRINT,IHECRE00001486.1,198547978,0.947437,0.560297,0.000959866,0.0474759
6717b7d3-0766-4884-89d0-c443404ac8d1,BLUEPRINT,IHECRE00001488.1,189550702,0.967976,0.566508,0.000975352,0.0392242
4d7c7eae-efbe-49b5-a8ad-09cb992b52d0,BLUEPRINT,IHECRE00001490.1,185273326,0.967338,0.260989,0.000985119,0.0231315
10db64a2-8c09-4e77-9b83-6875f5bc3efa,BLUEPRINT,IHECRE00001494.1,244340590,0.952199,0.257208,0.00248135,0.0652079
894a92e9-b2e8-4ec9-bd32-ba8b91c455f6,BLUEPRINT,IHECRE00001508.1,229528582,0.973642,0.32443,0.000572117,0.0360666
245a5c3e-c51e-45a5-9d9e-c61e90661357,BLUEPRINT,IHECRE00001509.1,214238434,0.974743,0.688612,0.000335143,0.0254586
74e22224-5e31-462b-851a-068cfce4c27b,BLUEPRINT,IHECRE00001516.1,408311126,0.961215,0.300925,0.00105416,0.0425637
0facd398-4d97-45b5-9c4e-529f64b8ba41,BLUEPRINT,IHECRE00001517.1,221100770,0.971078,0.437193,0.00101881,0.0343772
e3922a89-d431-483c-a875-364729abb5c9,BLUEPRINT,IHECRE00001518.1,187247162,0.974404,0.467079,0.000363017,0.0285799
62e03f60-2685-4034-aceb-a4f49bead1ef,BLUEPRINT,IHECRE00001524.1,225306762,0.976898,0.222644,0.00036753,0.0441621
b979e7ad-5422-4be0-9eae-2baa99376ff4,BLUEPRINT,IHECRE00001526.1,230352448,0.973831,0.230391,0.0017782,0.03709
f7644416-b848-4b48-b18f-3129a7493d7d,BLUEPRINT,IHECRE00001536.1,187195428,0.96759,0.332112,0.000515817,0.0440954
fbf0f631-2c70-43a2-98de-0e3e354f07e8,BLUEPRINT,IHECRE00001542.1,219041098,0.969344,0.257519,0.00104646,0.0367734
06f189de-5d7f-4221-9ace-b242d309ee0b,BLUEPRINT,IHECRE00001546.1,251691620,0.966754,0.353899,0.00112461,0.0236248
8a1e2a93-4595-4c72-9b17-505adedf976f,BLUEPRINT,IHECRE00001547.1,242354256,0.972544,0.20897,0.000504229,0.0435161
8c45a5df-29f6-4f9b-a5ef-22ed1fb15364,BLUEPRINT,IHECRE00001548.1,246868996,0.975018,0.333167,0.00121442,0.0263531
c0b7414a-2d95-48e9-adaa-1062f1fb2ff3,BLUEPRINT,IHECRE00001549.1,216447518,0.978592,0.266517,0.0013678,0.06993
ae1be674-0ac8-4e12-afbe-67d35c6e3f83,BLUEPRINT,IHECRE00001550.1,210866784,0.967721,0.4032,0.000801283,0.0262753
19d0722d-9a61-4b10-b4a2-7c6670a27485,BLUEPRINT,IHECRE00001554.1,224578580,0.976024,0.369936,0.00236155,0.0401773
b8ffd398-3b7c-4221-aa1e-e2b9dabe4d2d,BLUEPRINT,IHECRE00001555.1,181525900,0.980228,0.618025,0.000703143,0.0177327
a191a9a1-280c-4fb2-bb80-fc2764282365,BLUEPRINT,IHECRE00001557.1,201945722,0.97523,0.318227,0.00104148,0.0415178
ddbef51a-e2a6-4da6-ace3-d1230fab7ba6,BLUEPRINT,IHECRE00001558.1,167430764,0.969828,0.305661,0.000878876,0.0224811
bcfd060b-bca8-4fc2-a745-e2b76414b23b,BLUEPRINT,IHECRE00002158.1,114738590,0.975318,0.465826,0.0240273,0.0400894
2d17ca73-3c58-436c-8e83-af0f4d19dc4d,BLUEPRINT,IHECRE00002158.1,127320914,0.972199,0.171021,0.00130551,0.0238738
b5d1cb11-9019-4b31-84c5-9000b2853483,BLUEPRINT,IHECRE00002159.1,141287560,0.982111,0.260882,0.00190787,0.0332453
950684f9-8b88-4e9d-9a79-6736b9a71bb8,BLUEPRINT,IHECRE00002159.1,70320250,0.977986,0.138,0.00118019,0.0214445
79640cef-f422-4577-95f0-abc9d5ce5a1a,BLUEPRINT,IHECRE00002160.1,89801259,0.986032,0.63978,0.000909349,0.02724
d2503391-b5a9-4a80-89b6-3e807adb69d8,BLUEPRINT,IHECRE00002161.1,106503124,0.973893,0.325359,0.00268648,0.0437332
efe994af-c994-49be-8e3e-d86da8abcead,BLUEPRINT,IHECRE00002162.1,103687978,0.970086,0.335666,0.00389581,0.0398339
ba448584-16e7-4bfd-bb1c-789f3639fb5a,BLUEPRINT,IHECRE00002163.1,102208392,0.978264,0.215853,0.000889618,0.0307724
bd2ce19a-8b5c-47bc-9ab1-72c7435379e6,BLUEPRINT,IHECRE00002164.1,94748613,0.985524,0.619031,0.000289311,0.037799
1ef7ff9b-592d-477e-adaf-0b9f7efcf769,BLUEPRINT,IHECRE00002165.1,92205542,0.986155,0.568389,0.000944507,0.0289196
3681dfd0-9d50-4086-a279-189b7c3ee202,BLUEPRINT,IHECRE00002166.1,102544946,0.976667,0.62161,0.00127833,0.0257305
723b9132-8a64-4657-b23e-1eba271ea40d,BLUEPRINT,IHECRE00002168.1,86959420,0.986626,0.614648,0.000228424,0.0335146
501c9699-be86-4e3a-a241-d3beb8f68258,BLUEPRINT,IHECRE00002169.1,269802424,0.982724,0.401962,0.0131642,0.0385733
63226226-7084-4552-b09c-6318d85eefee,BLUEPRINT,IHECRE00002169.1,54683336,0.970577,0.10422,0.000980454,0.026487
dcff7cc9-0683-4e58-93e3-8dff03e0e0da,BLUEPRINT,IHECRE00002170.1,73748275,0.984776,0.577074,0.000472988,0.0277351
31fa2d94-a2f8-478a-b703-b3426d626f45,BLUEPRINT,IHECRE00002171.1,106473190,0.98614,0.586723,0.000491002,0.0274329
87a25f33-ae9f-4d4d-8994-091e2ecdc00f,BLUEPRINT,IHECRE00002172.1,86775205,0.9868,0.581007,0.000420368,0.0249269
42694d11-2963-4144-bad2-97046ddd7dde,BLUEPRINT,IHECRE00002173.1,97965803,0.983853,0.623382,0.000615694,0.0374343
6d79abf6-c06f-4218-be44-f6f599b2c327,BLUEPRINT,IHECRE00002174.1,88517246,0.987942,0.676361,0.000693048,0.0273072
0117dd65-6110-4db9-9f9b-99ce5b817833,BLUEPRINT,IHECRE00002175.1,89313290,0.977966,0.660183,0.000219771,0.0356072
218c9bee-d259-4a75-a1ce-fdde0897995e,BLUEPRINT,IHECRE00002176.1,117377832,0.97877,0.181319,0.0015985,0.0236827
3d8e8a3b-4731-453b-9d26-946aaec8fd4f,BLUEPRINT,IHECRE00002176.1,138071996,0.97457,0.396093,0.0142932,0.0380127
bb6616c4-9c27-4a4c-af45-145b191ead95,BLUEPRINT,IHECRE00002177.1,99278113,0.982832,0.594715,0.000668182,0.0272843
5465ece5-f446-430c-a690-fb1e52a6e3b6,BLUEPRINT,IHECRE00002178.1,90960391,0.984473,0.617281,0.000374503,0.0322129
8e0b1df1-628e-426f-91fd-b7f532dfb0ba,BLUEPRINT,IHECRE00002179.1,101644851,0.975539,0.584777,0.000892904,0.0319949
30b0fc10-9e83-4f84-8a7b-01f59429dfe5,BLUEPRINT,IHECRE00002180.1,87043452,0.978746,0.247864,0.0028064,0.0336937
519c4474-7604-4dd7-a8fd-5d42f41e7103,BLUEPRINT,IHECRE00002181.1,116948836,0.980492,0.205617,0.000818227,0.0333308
664bf571-c976-4ee4-8d8b-8f53071bf4d7,BLUEPRINT,IHECRE00002182.1,80742062,0.959264,0.227069,0.00160991,0.0322921
e34997cf-cf99-46f1-a178-91d0957a7225,BLUEPRINT,IHECRE00002183.1,84683084,0.982191,0.618987,0.000188085,0.0354597
7cab5f90-b924-4c52-97ee-35507e0a2200,BLUEPRINT,IHECRE00002184.1,92077973,0.976766,0.556081,0.00209691,0.0305453
f1d6cbcb-701f-45b4-8598-831847f98703,BLUEPRINT,IHECRE00002185.1,120869400,0.972164,0.239019,0.00113503,0.0330047
f05a3b76-4f80-43c9-91ea-04cec274935d,BLUEPRINT,IHECRE00002186.1,108879588,0.986482,0.604313,0.000757776,0.0309082
4e81817c-df55-4af2-b460-2d309e3935c1,BLUEPRINT,IHECRE00002187.1,100759023,0.986234,0.646066,0.000295174,0.0356753
a643c2d0-a71f-488a-a0d9-d633b7e69692,BLUEPRINT,IHECRE00002188.1,85227474,0.987556,0.627426,0.000419417,0.0347265
0dd9c3af-d223-42b2-b3f7-4609fdbcc0b5,BLUEPRINT,IHECRE00002189.1,94190216,0.97923,0.646928,0.000676769,0.0251796
2efc21fa-f8e2-4400-9c83-378ff789f381,BLUEPRINT,IHECRE00002190.1,105989336,0.977927,0.134287,0.000822838,0.03746
dea53c29-3e4e-4d39-ba9f-bd3b6db8149c,BLUEPRINT,IHECRE00002191.1,110714822,0.981631,0.24438,0.0044371,0.0377351
b82e269b-b0ef-4ef2-9280-f4528b0db49b,BLUEPRINT,IHECRE00002191.1,74668742,0.978653,0.150668,0.00201774,0.023496
d6f4128b-4cbf-468c-92b4-dbb0d8a1e396,BLUEPRINT,IHECRE00002192.1,104002263,0.981236,0.658704,0.000176706,0.0344985
4a7762b0-13b2-40e3-b80a-b0c08817aafe,BLUEPRINT,IHECRE00002193.1,89489732,0.980459,0.636678,0.000233152,0.0485682
0946d22c-8500-485b-8c3c-8cdc9e331e7d,BLUEPRINT,IHECRE00002194.1,103278252,0.964775,0.245587,0.00174297,0.032883
9d8f278a-6cd5-4c57-a670-c3626214590e,BLUEPRINT,IHECRE00002195.1,86779803,0.986882,0.637958,0.00131503,0.0261225
b77f2f76-9940-483e-9072-bb50e21f58dc,BLUEPRINT,IHECRE00002196.1,109241272,0.969875,0.227631,0.000917797,0.0298347
e2dd9ceb-2cc9-4951-b9f9-89a4edb7f8c6,BLUEPRINT,IHECRE00002197.1,110802820,0.974898,0.345574,0.00508892,0.0403852
7d8f683b-6edf-4001-ac11-8932a86688db,BLUEPRINT,IHECRE00002198.1,95555270,0.987448,0.662036,0.000323414,0.0351886
8bf47091-2713-4f17-bcd9-10a31399d19b,BLUEPRINT,IHECRE00002199.1,113132978,0.983878,0.265217,0.00297668,0.0369624
590ffcec-b60d-47f8-b8f1-4f13e087093a,BLUEPRINT,IHECRE00002200.1,75565203,0.966911,0.772498,0.00108363,0.0299501
13b906f9-2d5f-4cc2-ad77-46977bf41835,BLUEPRINT,IHECRE00002201.1,114306716,0.973629,0.317683,0.00105741,0.0300733
c520425f-c033-4277-82b6-d9e34fee7bba,BLUEPRINT,IHECRE00002202.1,99710542,0.984456,0.638573,0.001348,0.0274392
e7264252-122f-49ad-9dfd-e83f5aea5ddd,BLUEPRINT,IHECRE00002203.1,156055224,0.968068,0.20535,0.0015847,0.0227791
d35e00e8-7fef-42cc-8986-9a57f5f38a1a,BLUEPRINT,IHECRE00002203.1,93070076,0.972946,0.199693,0.00203633,0.0385902
36964ac8-6c7f-4394-841c-b28875eb290b,BLUEPRINT,IHECRE00002204.1,93335187,0.987914,0.625166,0.000303621,0.0342205
0cfedea6-8a41-4ed4-a519-78b143ce3e9c,BLUEPRINT,IHECRE00002205.1,99007784,0.986142,0.619227,0.000778875,0.0284271
d5319b2b-20bb-4304-bc00-59ec543e048c,BLUEPRINT,IHECRE00002206.1,89860440,0.985928,0.570728,0.00115482,0.0294697
1c01e457-0fe6-4bbe-96fd-d2525c48c6e6,BLUEPRINT,IHECRE00002207.1,102394030,0.973993,0.308306,0.00321756,0.032224
3b0581a3-3b37-4f0e-ba50-534f04f44673,BLUEPRINT,IHECRE00002208.1,76010826,0.974929,0.565329,0.00108161,0.0291061
700baf8e-c472-48fa-84e6-8e9229548052,BLUEPRINT,IHECRE00002209.1,106568349,0.791438,0.579997,0.00168473,0.0257793
3bbdd9fc-0747-4147-81bd-481d6405c736,BLUEPRINT,IHECRE00002210.1,100676268,0.985994,0.641074,0.000667005,0.0390162
440b9c9b-bdab-4ab9-946d-2b62ea2a847b,BLUEPRINT,IHECRE00002211.1,110823286,0.971537,0.234389,0.0013443,0.034126
158fbd9b-753c-473b-b175-36011ea2df54,BLUEPRINT,IHECRE00002212.1,110475109,0.823947,0.60776,0.000793634,0.0297948
fa038e30-acfd-4aa3-bae4-8cf473938189,BLUEPRINT,IHECRE00002213.1,102041839,0.987382,0.61901,0.000134327,0.0333942
045ee347-08cb-4866-83c5-298d8a8caab0,BLUEPRINT,IHECRE00002214.1,105342565,0.983764,0.598424,0.000935896,0.0278121
a3d57faf-4127-429a-aec7-735ffa148f2a,BLUEPRINT,IHECRE00002215.1,102068120,0.987061,0.641434,0.000282012,0.0363353
16d73420-6762-4589-bf2c-ccdae92eb14e,BLUEPRINT,IHECRE00002216.1,102766955,0.984739,0.680311,0.000912443,0.0316222
a12514b9-9358-4c22-a23d-1c05ee8640eb,BLUEPRINT,IHECRE00002217.1,107416637,0.862081,0.585165,0.000744661,0.0323208
f0c9e692-d72e-4f17-93af-7b7aed51ca93,BLUEPRINT,IHECRE00002218.1,97600126,0.985134,0.611643,0.000239836,0.0367148
4f76d3e8-fecc-47a0-835b-36ad6100ccf9,BLUEPRINT,IHECRE00002219.1,42426015,0.987363,0.473784,0.000584031,0.0273724
275e63b1-013f-4fbd-8580-5a545a269c89,BLUEPRINT,IHECRE00002220.1,99533754,0.986033,0.648178,0.000774549,0.0280261
05b991dc-ce31-4116-8155-a62f9233f166,BLUEPRINT,IHECRE00002221.1,92867100,0.978797,0.194644,0.00160527,0.0356598
dc61082f-331f-4d94-841c-1249152000c6,BLUEPRINT,IHECRE00002222.1,82502038,0.986428,0.692808,0.00061925,0.0284375
d54c82bb-7f1e-4005-8e61-9408ab582fc3,BLUEPRINT,IHECRE00002223.1,91951722,0.988805,0.643417,0.000620585,0.0330391
2c0f3f0f-a3a9-4ef4-a235-89f9cd3b4a8f,BLUEPRINT,IHECRE00002224.1,88570374,0.98174,0.627835,0.000173024,0.0403342
f42f1956-8663-42d4-aa40-d5899b254a90,BLUEPRINT,IHECRE00002225.1,91526798,0.965127,0.219594,0.00177301,0.032204
f327df63-5b0b-4ffd-8a87-2e36d7705296,BLUEPRINT,IHECRE00002226.1,100541156,0.975658,0.190774,0.000544469,0.0334859
d90f6d95-97c5-4f1a-b253-4595f703fdd8,BLUEPRINT,IHECRE00002228.1,74937466,0.985991,0.575934,0.000423115,0.0272952
63aaef8e-25fc-42f9-98e2-0589a7367923,BLUEPRINT,IHECRE00002229.1,85527889,0.986758,0.6222,0.000533098,0.0339053
fe33b16b-e906-47ce-9a82-c9d9d146465b,BLUEPRINT,IHECRE00002230.1,96517524,0.978489,0.671732,0.00030151,0.030123
e0e59e82-0415-4914-869d-5b645dea25d7,BLUEPRINT,IHECRE00002231.1,86464645,0.986146,0.639132,0.000601969,0.0338783
169e5a52-a981-48b9-a15c-32c47937d6af,BLUEPRINT,IHECRE00002232.1,95501776,0.975536,0.248579,0.000776071,0.033386
dcfb0fdf-ccc8-4c6e-8f31-66b576f3d757,BLUEPRINT,IHECRE00002233.1,107443251,0.986181,0.692811,0.00164382,0.0279866
591e83ff-2bf0-4180-bfce-e26223d98a23,BLUEPRINT,IHECRE00002234.1,96179668,0.982921,0.630448,0.000323418,0.0354646
50f19661-8a57-498d-9ab8-eb962dbc3404,BLUEPRINT,IHECRE00002235.1,85679191,0.985241,0.618864,0.000482014,0.0353413
a17d842f-ba0e-4a27-b2dc-53e04f2e0042,BLUEPRINT,IHECRE00002236.1,88422616,0.972731,0.222935,0.00162097,0.0316765
aefab4da-3926-4401-837e-2f78b0c49d4f,BLUEPRINT,IHECRE00002237.1,119763582,0.981546,0.434071,0.00746004,0.0396078
2862707e-14dc-4159-9f48-1fc3851eda19,BLUEPRINT,IHECRE00002238.1,88915127,0.988526,0.61074,0.0020483,0.0275206
983128f3-8283-474d-98f8-643e148dcec4,BLUEPRINT,IHECRE00002239.1,98342667,0.986884,0.655321,0.000304803,0.0333634
a2672741-1eab-438b-9641-cca2fcb5cc9e,BLUEPRINT,IHECRE00002240.1,101119826,0.978937,0.38192,0.00592317,0.0465813
a07d978a-54f0-4e15-99ab-e11779bf2104,BLUEPRINT,IHECRE00002241.1,114811852,0.975032,0.21591,0.000911062,0.0328795
38de6f56-ce7b-4df1-8294-3e073cf3af8b,BLUEPRINT,IHECRE00002242.1,85050585,0.987857,0.677577,0.000451011,0.0335587
6b5efdd4-4907-44a9-af0c-eaa64c0d51b5,BLUEPRINT,IHECRE00002243.1,97653360,0.986815,0.589209,0.000503778,0.0298669
3a12e9ea-fe12-4f31-bcb9-8d5b5b47c856,BLUEPRINT,IHECRE00002244.1,88982333,0.981834,0.629934,0.000827852,0.0336311
b88330e1-9157-4785-86d0-7185a06bb166,BLUEPRINT,IHECRE00002245.1,76070520,0.97703,0.721981,0.000968756,0.0364987
03d5be7a-c48d-4939-9b09-c6b487b683c4,BLUEPRINT,IHECRE00002247.1,97255985,0.981111,0.616186,0.00114523,0.0262164
4edc1585-deec-44bc-a2f6-e60b4431820e,BLUEPRINT,IHECRE00002248.1,88987643,0.987317,0.622377,0.000254681,0.0364732
6ea8203a-5465-421e-8e72-2c3a89f0093c,BLUEPRINT,IHECRE00002249.1,105685860,0.986087,0.656275,0.00039402,0.0307317
4d1d6709-aa0d-424d-abd3-c85f13d209f8,BLUEPRINT,IHECRE00002250.1,91707001,0.983856,0.628901,0.00105292,0.0279478
aa38999a-c9f9-4482-9acd-0d00e98d07e9,BLUEPRINT,IHECRE00002251.1,90799235,0.983857,0.627806,0.000226354,0.0351568
e939dddc-2200-4d2e-a85b-31549cee7acf,BLUEPRINT,IHECRE00002252.1,97803923,0.986029,0.612253,0.00222346,0.0297646
e8de3698-df75-4d54-b02a-23ec8e46b90b,BLUEPRINT,IHECRE00002253.1,105786178,0.970239,0.23374,0.00177633,0.032819
2e4dee34-80ec-4337-8547-0dbb2093a37d,BLUEPRINT,IHECRE00002254.1,75613315,0.985741,0.637653,0.000767759,0.0361948
cdcccdfa-f8d7-4bb1-ac77-5bb3c5d2ba82,BLUEPRINT,IHECRE00002255.1,85696131,0.987096,0.612372,0.000459414,0.0305966
7016fd92-2ed3-4f05-ad0a-ef1487a48979,BLUEPRINT,IHECRE00002256.1,100644756,0.986383,0.63515,0.0010981,0.0264678
c538c16b-78bd-4730-8e2b-42066e1252d6,BLUEPRINT,IHECRE00002257.1,84871267,0.982054,0.584457,0.000867889,0.0261784
63b79111-1698-463d-9e56-031c6d9ba184,BLUEPRINT,IHECRE00002258.1,100179740,0.983176,0.307557,0.00919758,0.0331889
0ac66f21-3066-42f4-8456-e2b47f9b9d85,BLUEPRINT,IHECRE00002259.1,108309144,0.985588,0.640275,0.000293878,0.0362871
5d8e364a-7e91-4702-aceb-9629512b7217,BLUEPRINT,IHECRE00002260.1,108710748,0.977783,0.239066,0.000631391,0.0304833
42d7bd7a-4695-439a-934c-d04f240fadb2,BLUEPRINT,IHECRE00002261.1,87799568,0.986591,0.605597,0.000164069,0.031967
1e4ad50a-d24a-4143-990d-10361b0642a0,BLUEPRINT,IHECRE00002262.1,98425490,0.984404,0.586239,0.00153596,0.0276821
3dce60e4-1aa3-46ed-b0d8-62f49eba925c,BLUEPRINT,IHECRE00002263.1,96541774,0.973398,0.222079,0.000886579,0.031726
c1dac4da-b0e0-48e1-9de5-89535e47455b,BLUEPRINT,IHECRE00002264.1,92866370,0.979569,0.639335,0.000117095,0.0407618
75fede15-6b8b-4a2f-a08f-baf2f31f2ce1,BLUEPRINT,IHECRE00002265.1,97352290,0.98266,0.606505,0.000360469,0.0386347
e1ff88a8-7c12-45bd-b46a-3ca056466014,BLUEPRINT,IHECRE00002266.1,77925458,0.985878,0.601467,0.000425643,0.024767
fa255e96-ccc1-4d39-93fe-1c4187fec5c3,BLUEPRINT,IHECRE00002267.1,86938926,0.987212,0.616026,0.000656867,0.0338268
79af640d-7a6e-44af-8a04-c7776aabae5e,BLUEPRINT,IHECRE00002268.1,89394049,0.986365,0.574045,0.000741978,0.0277211
2e15b554-3269-463d-8452-30ebe8228067,BLUEPRINT,IHECRE00002269.1,87584690,0.980788,0.626627,0.000240146,0.0351414
bcd1e43f-afba-4227-9914-6f8e04dffe60,BLUEPRINT,IHECRE00002270.2,108258315,0.97475,0.653713,0.000210112,0.0335909
19873f4b-b0d7-45ce-af17-1e970293f4b8,BLUEPRINT,IHECRE00002271.1,160117206,0.984567,0.347544,0.00791006,0.0392896
d4030250-b989-43c6-b92a-52117257bb70,BLUEPRINT,IHECRE00002271.1,66626002,0.970025,0.138999,0.00131054,0.0220543
8b3643a6-bfc2-4cdb-8af7-5373bc315522,BLUEPRINT,IHECRE00002272.1,101125510,0.974041,0.182293,0.000826788,0.0356188
44ef3b1d-3746-49cf-9855-fcf04ac6d682,BLUEPRINT,IHECRE00002273.1,121128484,0.974047,0.166957,0.00150251,0.0220211
ee3b4506-18a0-4813-963c-27a24c37461c,BLUEPRINT,IHECRE00002273.1,63724032,0.975564,0.461476,0.0238687,0.0386384
