uuid,data_generating_centre,epirr_id,Mean_CpG_Coverage,BS_conversion_Rate,GC_cov_Correlation
b682c2ea-63c7-4007-9122-5a77e01b8c26,DEEP,IHECRE00001917.1,21.28,0.98,0.28
46aa59a2-4c4b-4017-af37-b1c8e3b22507,DEEP,IHECRE00001918.1,22.3,0.99,0.22
7b954ba5-ea90-45e7-8ca8-d76b6ef34d6b,DEEP,IHECRE00001921.1,11.3,0.98,0.05
4dde7cda-420d-47f5-907f-6bfa5a40c253,DEEP,IHECRE00001931.1,17.66,0.98,-0.33
89154913-658e-46d8-be8d-81961eb89c07,DEEP,IHECRE00001935.1,26.25,0.98,-0.54
c8e6b7a9-260b-4b8e-ae2c-7b27e75512f2,DEEP,IHECRE00001936.1,18.68,0.98,-0.54
37c449f6-4973-458c-afa2-70b55049e7d7,DEEP,IHECRE00003803.1,18.76,1,-0.48
40e0e3fa-1e45-4aca-8718-c2165bcf75cf,DEEP,IHECRE00003804.1,17.51,0.99,-0.46
70a6cf2e-777e-4adc-9871-1e94dcefff88,DEEP,IHECRE00003805.1,13.28,0.94,0.26
5c6176de-ed8c-42f8-a76c-9d6f2ceb112c,DEEP,IHECRE00003806.1,6.76,0.06,-0.03
135d14a2-f694-4c3a-93d6-f962b12f65b2,DEEP,IHECRE00003808.1,17.21,0.99,-0.49
4a8eab1c-a8e3-4fe6-8afa-f8cd390b14d2,DEEP,IHECRE00003809.1,25.53,0.99,-0.08
7f41fb32-b568-4ab7-a8f0-cc142d5f6bd1,DEEP,IHECRE00003810.1,26.48,0.99,-0.14
f8636454-22ed-433f-afd6-fc4349a16eab,DEEP,IHECRE00003811.1,15.11,0.99,-0.31
6dce013d-4c6b-4453-a92f-e9ee2ce41574,DEEP,IHECRE00003812.1,16.47,0.98,-0.58
beed6357-0e48-4fef-847f-13b7d2654ec7,DEEP,IHECRE00003813.1,18.34,0.99,-0.41
9eb7adce-62fb-48f3-b9ee-1f4bcda149fc,DEEP,IHECRE00003814.1,27.14,0.99,-0.02
44a64c17-cedf-417a-b44e-728db58953c5,DEEP,IHECRE00003816.1,7.48,0.07,-0.06
a795f082-b037-4d2f-bf6b-4f347a8ad9bb,DEEP,IHECRE00003817.1,23.14,0.99,-0.25
39152567-4570-4f37-bdaa-a9c7f34cd8f5,DEEP,IHECRE00003818.1,18.19,1,-0.5
ba7fe806-8a9b-463f-98ba-36e945f0aaf4,DEEP,IHECRE00003819.1,25.42,0.94,0.24
1997d755-f9cd-4c46-bc30-42026f41b1a4,CEEHRC_[EMC_McGill],IHECRE00000639.1,16.05,0.99,-0.41
6a3cf654-895d-447d-8cc4-807a8c37452a,CEEHRC_[EMC_McGill],IHECRE00000642.1,6.71,1,-0.3
613a032b-8db0-4428-b671-f612f612a380,CEEHRC_[EMC_McGill],IHECRE00000645.3,4.03,0.96,-0.52
10c1ca4c-1715-4124-ad9c-9c548e072b5d,CEEHRC_[EMC_McGill],IHECRE00000648.3,13.66,0.99,-0.27
147ae243-9da7-4d1c-b31e-1c713004d029,CEEHRC_[EMC_McGill],IHECRE00000663.3,15.42,0.97,-0.47
39a462ee-4094-4fe7-a377-b861ec4c130d,CEEHRC_[EMC_McGill],IHECRE00000665.1,17.03,0.98,-0.26
e64bd34e-6996-459e-b142-4939afd7022f,CEEHRC_[EMC_McGill],IHECRE00000666.1,15.31,0.97,-0.53
10020945-a531-4f26-9f8d-64226f4170be,CEEHRC_[EMC_McGill],IHECRE00000668.1,6.29,0.99,-0.22
7d895918-ba60-4576-9cc3-4dde452b7d46,CEEHRC_[EMC_McGill],IHECRE00000675.3,13.5,0.94,-0.45
b441927b-257c-471d-b267-524e98f64897,CEEHRC_[EMC_McGill],IHECRE00000682.3,10.7,0.96,-0.65
8072461f-6ff2-44d0-b041-d267d66c4238,CEEHRC_[EMC_McGill],IHECRE00000683.3,13.18,0.99,0.15
1f1d3dfd-c954-49f3-9845-ee35aa61dee7,CEEHRC_[EMC_McGill],IHECRE00000694.3,5.19,-0.02,-0.13
f93bc383-9d7b-4f7d-91e0-e79ea79966fc,CEEHRC_[EMC_McGill],IHECRE00000697.1,16.35,0.98,-0.37
b2ba197d-bacd-401d-b88b-af939f9caafd,CEEHRC_[EMC_McGill],IHECRE00000704.1,15.02,0.97,-0.59
88b7d446-b2ba-4615-a7ac-82661af5b7d5,CEEHRC_[EMC_McGill],IHECRE00000706.3,12.77,0.98,-0.41
3fbf487d-415f-459d-bc87-46d570ff705c,CEEHRC_[EMC_McGill],IHECRE00000709.3,16.5,1,-0.26
34144965-c22b-4214-a65b-c495bc67952d,CEEHRC_[EMC_McGill],IHECRE00000714.1,5.36,0.99,-0.18
dcc3a8a3-eb17-4374-b37e-a66d1827ab23,CEEHRC_[EMC_McGill],IHECRE00000716.3,6.68,0.97,-0.47
a664b28d-9ebd-4705-a49f-858ced01423d,CEEHRC_[EMC_McGill],IHECRE00000717.1,9.71,0.99,-0.35
e33b8e3f-b28d-4ede-9843-d62a303fc36d,CEEHRC_[EMC_McGill],IHECRE00000718.3,13.88,0.96,-0.4
35b992c0-320c-4578-97ae-4323f8b0ac2c,CEEHRC_[EMC_McGill],IHECRE00000721.3,6.81,1,-0.34
106ae276-c6fd-4960-bafa-a2099bc936e0,CEEHRC_[EMC_McGill],IHECRE00000728.1,16.04,0.97,-0.52
307db666-8f21-46d5-b62c-c96a5e2c3247,CEEHRC_[EMC_McGill],IHECRE00000734.3,15.05,0.97,-0.46
44cb7726-eb41-433b-abb8-26d77ce9d6ca,CEEHRC_[EMC_McGill],IHECRE00000738.3,17.15,0.97,-0.43
f6ee8372-4ad1-4786-a173-f604f65cac9e,CEEHRC_[EMC_McGill],IHECRE00000743.1,16.69,0.96,-0.1
f22a937a-2f05-4a1c-92ba-d6628471a02c,CEEHRC_[EMC_McGill],IHECRE00000752.3,7.33,0.97,-0.49
72d8f7a9-819a-4cdd-841c-6a48e33c5674,CEEHRC_[EMC_McGill],IHECRE00000765.1,39.29,0.99,-0.39
49c1707b-3135-4af8-826e-26c3ea7a11b4,CEEHRC_[EMC_McGill],IHECRE00000774.3,6.55,1,-0.61
ba8f042d-0669-4f09-9654-c09844cf8986,CEEHRC_[EMC_McGill],IHECRE00000775.1,6.86,0.99,-0.29
a3f7769a-36ae-4805-aefa-9a61bc52cc3a,CEEHRC_[EMC_McGill],IHECRE00000778.3,10.43,0.98,-0.42
2dff8292-2682-4829-a7da-40cc1afa7b26,CEEHRC_[EMC_McGill],IHECRE00000781.1,14.6,0.98,-0.38
2f94cfc8-badc-4899-9332-4335fa4f2967,CEEHRC_[EMC_McGill],IHECRE00000784.3,14.36,0.99,-0.12
bc494837-0c05-4553-a48c-f2ea3fcf9240,CEEHRC_[EMC_McGill],IHECRE00000785.3,12.06,0.98,0.01
367d1b2d-7914-410d-a750-92faaaacf5d7,CEEHRC_[EMC_McGill],IHECRE00000789.3,6.01,0.96,-0.54
b98cfb94-6e7e-44c3-abc0-015f8138758e,CEEHRC_[EMC_McGill],IHECRE00000800.3,10.29,0.96,-0.56
2c0a7a1d-5bbd-4333-bbf3-62b0c4961d27,CEEHRC_[EMC_McGill],IHECRE00000808.1,17.95,0.97,-0.46
6a5a58a2-5124-48b6-b0cc-43a810a57096,CEEHRC_[EMC_McGill],IHECRE00000810.3,16.05,0.97,-0.58
615231a8-297c-4893-b8f3-9fa0aa94ebc4,CEEHRC_[EMC_McGill],IHECRE00000816.1,6.46,1,-0.26
5fc0c380-302c-40fe-8371-d95c30ab388e,CEEHRC_[EMC_McGill],IHECRE00000817.3,7.16,0.97,-0.53
dc52d085-68e7-4529-98d9-e5a96018cdb4,CEEHRC_[EMC_McGill],IHECRE00000821.3,14.46,0.95,-0.5
dd1c6857-c241-46ff-8a0e-3b0ed975720f,CEEHRC_[EMC_McGill],IHECRE00000823.3,3.8,0.03,0.27
e0c2f110-e07e-4581-8c93-265e5ecf7550,CEEHRC_[EMC_McGill],IHECRE00000828.1,6.83,0.96,-0.58
875758c5-17e3-4c48-90f4-1f79e31fcbb0,CEEHRC_[EMC_McGill],IHECRE00000829.3,10.25,0.98,-0.62
7271a973-861c-4765-a17b-767fba07431d,CEEHRC_[EMC_McGill],IHECRE00000831.3,13.67,0.99,-0.06
d42c4faa-a9b1-4b77-bd32-57cadb4e8232,CEEHRC_[EMC_McGill],IHECRE00000833.3,6.05,0.99,-0.19
4ca7e815-5ed9-4cf8-92f2-c9b1eeabaa19,CEEHRC_[EMC_McGill],IHECRE00000843.1,16.58,1,-0.4
8f1cec96-4bfa-4aa3-9f9f-fcca1d78af7b,CEEHRC_[EMC_McGill],IHECRE00000845.3,6.47,0.99,-0.19
1e871481-5425-4b66-9604-9ba62448eaf0,CEEHRC_[EMC_McGill],IHECRE00000848.3,19.3,0.99,-0.34
aa08d225-e16a-448f-b9ad-fb79bed0b958,CEEHRC_[EMC_McGill],IHECRE00000849.3,16.29,1,-0.35
46c3b031-a93c-4f9c-b78a-200cffb040e9,CEEHRC_[EMC_McGill],IHECRE00000857.1,6.73,0.99,-0.27
242ac157-45d3-4f3d-8067-151e5e52dcbe,CEEHRC_[EMC_McGill],IHECRE00000864.3,15.23,0.99,-0.27
0b92be18-a813-42e0-97cb-876c5878526f,CEEHRC_[EMC_McGill],IHECRE00000866.3,22.15,0.98,-0.34
84740963-b010-4305-b319-2f6fc79a6b58,CEEHRC_[EMC_McGill],IHECRE00000867.3,19.32,0.96,-0.38
33e7de19-3b14-45e1-aa10-c3a99244993b,CEEHRC_[EMC_McGill],IHECRE00000868.3,20.93,0.99,-0.25
7c010491-5231-4291-8882-262d09c59080,CEEHRC_[EMC_McGill],IHECRE00000871.3,6.92,0.97,-0.39
6da512d6-6f21-4591-b925-7889e596549c,CEEHRC_[EMC_McGill],IHECRE00000875.3,7.3,1,-0.3
10273b8a-254b-4c0e-830c-fe7306a0f31d,CEEHRC_[EMC_McGill],IHECRE00000878.1,9.03,0.98,-0.57
00a46643-1e5f-49a3-bf57-33e750b4c81f,CEEHRC_[EMC_McGill],IHECRE00000882.3,7.55,0.99,-0.21
1fa2100f-f1ec-419c-bc4e-70cd74bce07f,CEEHRC_[EMC_McGill],IHECRE00000886.3,15.82,0.97,-0.63
798a59e9-137e-4084-872a-756620680831,CEEHRC_[EMC_McGill],IHECRE00000887.1,7.53,0.95,-0.56
ffb45251-f6ae-4dd9-9e98-8968ff30d21d,CEEHRC_[EMC_McGill],IHECRE00000889.3,7.82,0.99,-0.25
512e805b-8acb-4436-a150-1395c32a95b9,CEEHRC_[EMC_McGill],IHECRE00000891.3,15.59,0.97,-0.58
b4fe0351-a0d7-4dea-8963-8f54760eaaf9,CEEHRC_[EMC_McGill],IHECRE00000898.3,5.85,0.96,-0.16
8763059a-6e38-4ccd-b14e-f787ed60fac6,CEEHRC_[EMC_McGill],IHECRE00000911.3,6.5,1,-0.17
24912775-683f-414a-b2e1-35735bac7337,CEEHRC_[EMC_McGill],IHECRE00000912.3,7.27,0.97,-0.48
e93891c6-e49f-4d57-ab3c-17db1f571dff,CEEHRC_[EMC_McGill],IHECRE00000915.1,9.68,0.97,-0.59
0fad140f-c9a5-4da6-b789-485e11b7bdf3,CEEHRC_[EMC_McGill],IHECRE00001973.1,11.18,0.99,-0.54
dcf00217-dcad-4add-88f9-2e2786545571,CEEHRC_[EMC_McGill],IHECRE00001974.1,7.32,0.97,-0.36
ee9d2b5c-c526-4a2d-9787-adce6f5cc852,CEEHRC_[EMC_McGill],IHECRE00001977.1,6.66,0.96,-0.51
aee653eb-6de9-4688-bea7-6226aefe4da4,CEEHRC_[EMC_McGill],IHECRE00001978.1,32.15,0.59,-0.5
9792db7b-2c4d-47dc-bc91-1c62ea0253f3,CEEHRC_[EMC_McGill],IHECRE00001984.1,22.3,0.99,-0.5
c8bf8066-080f-4d54-82e4-682981222e12,CEEHRC_[EMC_McGill],IHECRE00001987.1,6.74,1,-0.36
7534a509-261e-47f9-9c99-6af2eb023cdc,CEEHRC_[EMC_McGill],IHECRE00001990.1,11.85,0.99,-0.49
d94e2a77-e8fd-4dda-8b1a-20117f58c057,CEEHRC_[EMC_McGill],IHECRE00001992.1,33.43,0.38,-0.46
971c3784-75fe-4b51-9aa8-04aa8174e6f4,CEEHRC_[EMC_McGill],IHECRE00001997.1,18.06,0.99,-0.52
ebf69e06-c387-4768-b3c3-976d5f996cf5,CEEHRC_[EMC_McGill],IHECRE00002005.1,34.17,0.99,-0.56
1e2e1612-27c5-4933-8d94-3446c827667a,CEEHRC_[EMC_McGill],IHECRE00002027.1,4.63,1,-0.26
81b719f4-a282-43cd-8a51-a6ac0d9922e8,CEEHRC_[EMC_McGill],IHECRE00002029.1,22.74,0.35,-0.51
f9abe725-b2ec-4777-9cfa-c27be52a7609,CEEHRC_[EMC_McGill],IHECRE00002033.1,7.7,1,-0.17
e935db7f-934d-445e-a7ca-0450bcb85573,CEEHRC_[EMC_McGill],IHECRE00002042.1,6.12,1,-0.35
d1ef9617-885e-4ed0-909a-ee714adcde82,CEEHRC_[EMC_McGill],IHECRE00002043.1,7.46,0.91,-0.08
da38f5ca-b247-4012-8d34-c1c40c517ad9,CEEHRC_[EMC_McGill],IHECRE00002048.1,34.29,0.56,-0.37
02bd77c4-e807-4040-85bb-c852ada36e03,CEEHRC_[EMC_McGill],IHECRE00002052.1,32.77,0.4,-0.49
9c183ab2-ae5e-4388-a504-d0ffbc4bb60a,CEEHRC_[EMC_McGill],IHECRE00002058.1,19.96,0.99,-0.57
2ff7bd4d-b35e-45d8-ac4b-8488a672dad8,CEEHRC_[EMC_McGill],IHECRE00002060.1,7.45,0.96,-0.39
fadeafbd-e8f2-4d05-8679-993be939cced,CEEHRC_[EMC_McGill],IHECRE00002061.1,22.99,0.71,0.49
ad373be4-9739-4cbd-9f33-0ddd3ce45304,CEEHRC_[EMC_McGill],IHECRE00002063.1,22.57,0.99,-0.53
04509f1b-08a5-4b8f-8aa8-ef7921104f37,CEEHRC_[EMC_McGill],IHECRE00002065.1,15.95,0.99,-0.53
79074ada-c2f7-4829-a53f-1093849dd1b7,CEEHRC_[EMC_McGill],IHECRE00002067.1,11.3,0.99,-0.47
22b1e818-8187-4041-ad90-523fe261c242,CEEHRC_[EMC_McGill],IHECRE00002071.1,38.59,0.89,-0.36
dac7d3a5-9a13-4249-9603-80bcf109414c,CEEHRC_[EMC_McGill],IHECRE00002074.1,19.97,0.98,-0.57
61e02e1e-4b32-4701-8bb9-861c4c95e0ef,CEEHRC_[EMC_McGill],IHECRE00002076.1,16.91,0.99,-0.54
7ad1ee11-bdd1-4607-a385-226e88c6f940,CEEHRC_[EMC_McGill],IHECRE00002086.1,20.74,0.99,-0.52
0fe95a04-1770-42be-8286-298eef090589,CEEHRC_[EMC_McGill],IHECRE00002087.1,4.85,1,-0.33
a27ed975-be5e-4816-95f3-5d4670d94397,ENCODE,IHECRE00001851.4,46.68,0.99,-0.58
16a9c70b-1d70-49a6-8d42-39e7d9cdcb5c,ENCODE,IHECRE00001852.4,53.63,0.96,-0.64
9e01114c-5260-4616-8a83-5c1e8d0b260d,ENCODE,IHECRE00001854.4,56.78,0.99,-0.64
02c43818-6ef8-445f-b9c0-778b582d1e7f,ENCODE,IHECRE00001856.4,54.32,0.99,-0.62
e008b127-093b-47e6-9ea1-7839e7051948,ENCODE,IHECRE00001887.4,41.36,0.98,-0.40
710c067c-b282-4bec-ae32-587c9d1aeaa8,ENCODE,IHECRE00001888.4,28.35,0.93,-0.61
2f2827bb-ebda-4240-a3fa-017307c433ff,ENCODE,IHECRE00001889.4,32.32,0.95,-0.51
5ecc14b9-2b0a-47a5-b2b9-02530193b9bf,ENCODE,IHECRE00001891.4,60.97,0.95,-0.56
40ba88d9-d4ef-4ec3-b225-17f30bfcae20,ENCODE,IHECRE00001892.4,42.96,0.98,-0.57
2b4a5256-90d7-436b-b845-fd73942520bd,ENCODE,IHECRE00001893.4,37.32,0.99,-0.44
f42a7a2d-78e0-4c18-8807-460f79cc7b40,ENCODE,IHECRE00004622.3,18.41,0.99,-0.59
941feece-ba63-42f9-becf-fae33e0c37fa,ENCODE,IHECRE00004628.3,38.02,0.99,-0.70
fc738b81-e7b1-4701-8a40-774bcfd81712,ENCODE,IHECRE00004635.3,48.85,0.99,-0.72
9bdf063f-d256-4fc3-8e07-08f4d11b3486,ENCODE,IHECRE00004637.3,19.20,0.99,-0.66
83b6493d-fafd-4aff-8589-d843065300a8,ENCODE,IHECRE00004641.3,27.41,0.99,-0.69
a935bd14-c993-4119-be2a-9d676209ae93,ENCODE,IHECRE00004643.3,18.40,0.99,-0.60
06f4de79-c10f-4071-8d7f-0adcbfc12b16,ENCODE,IHECRE00004647.3,21.91,0.99,-0.66
79b5428a-a5c6-4661-8d5b-4bf8cdcd8ed8,ENCODE,IHECRE00004648.3,15.60,0.99,-0.69
4c955b75-4b3f-4da4-8fc9-a09da9bbdb34,ENCODE,IHECRE00004649.3,20.95,0.98,-0.71
16f5ba82-e186-4d82-8e57-615dba68ce0e,ENCODE,IHECRE00004655.3,25.98,0.99,-0.69
f65e322c-662a-49f8-b99f-99d6c1fdfb49,ENCODE,IHECRE00004656.3,17.70,0.99,-0.67
3444ef38-86dd-4745-855a-b7afe308533e,ENCODE,IHECRE00004660.3,13.13,0.99,-0.64
62c8cb9c-849d-4391-a84f-be05ffafeb33,ENCODE,IHECRE00004664.3,23.81,0.99,-0.70
d9aed219-c9c9-4346-a371-ca767e58b517,ENCODE,IHECRE00004679.3,5.77,0.99,-0.53
2dec01d8-35dc-476b-ae79-19df49b033b4,ENCODE,IHECRE00004681.3,11.58,0.99,-0.65
e82819b8-e44c-472d-a7e4-de4eaea88c64,ENCODE,IHECRE00004694.3,48.95,0.99,-0.63
7b800a77-1130-45f6-8a38-6efdf2aef39c,ENCODE,IHECRE00004703.3,19.21,0.99,-0.67
c4989c47-0a86-4e60-9a96-0019647d527f,EpiHK,IHECRE00004713.2,25.25,0.99,0.30
376a9e06-7ab9-45ec-9453-ad5129b61f61,Korea_Epigenome_Project_(KNIH),IHECRE00001862.2,30.16,1,-0.57
9ad1f4ca-f6d4-4536-933f-e94f8689f013,Korea_Epigenome_Project_(KNIH),IHECRE00001863.2,32.88,1,-0.41
62aa0c97-6a99-4b1b-9cf2-8d27a52648ac,Korea_Epigenome_Project_(KNIH),IHECRE00001864.2,34.08,1,-0.28
9f2b9ec1-6427-4f31-abe8-4c575c9357c8,Korea_Epigenome_Project_(KNIH),IHECRE00001865.2,37.28,1,-0.14
5b7c9fb4-c15b-42ad-8087-3ec57a224c0e,Korea_Epigenome_Project_(KNIH),IHECRE00001866.2,33.48,1,-0.45
0804ac17-3e21-48a3-9420-7c154681a1f8,Korea_Epigenome_Project_(KNIH),IHECRE00001867.2,32.76,1,-0.3
e048488f-cbcb-423d-a334-6bfecb820737,Korea_Epigenome_Project_(KNIH),IHECRE00001868.2,32.71,1,-0.44
f6b95948-0f4f-47f4-a90c-9ac6ca2d465e,Korea_Epigenome_Project_(KNIH),IHECRE00001869.2,32.51,1,-0.4
accfe7c9-75a2-4893-97f8-efb49eaaa59b,Korea_Epigenome_Project_(KNIH),IHECRE00001870.2,39.71,1,-0.43
cc8c64fe-5dea-4d2b-b98c-c3afd6518745,Korea_Epigenome_Project_(KNIH),IHECRE00001871.2,38.99,1,-0.09
26ab65c3-3c0a-4d1c-b696-b08b94d0f735,Korea_Epigenome_Project_(KNIH),IHECRE00001872.2,36.06,1,-0.29
0fbe15c0-99b8-4f39-b346-309d2c5152f1,Korea_Epigenome_Project_(KNIH),IHECRE00003717.1,30.39,0.97,0.43
a9e409c2-d6b6-4e0b-ba6e-f9a66b538ebe,Korea_Epigenome_Project_(KNIH),IHECRE00003718.1,30.76,0.97,0.4
6c7c4ddb-bbc0-4ea3-bdbf-a4afceb80540,Korea_Epigenome_Project_(KNIH),IHECRE00003719.1,31.16,0.97,0.42
e2b5aaf2-04fb-4668-9167-917680122dd0,Korea_Epigenome_Project_(KNIH),IHECRE00003720.1,31.29,0.97,0.42
0f284baf-1ba0-43ff-a431-fb14f116dd15,Korea_Epigenome_Project_(KNIH),IHECRE00003721.1,32.43,0.97,0.4
cb9d0341-d056-4376-9759-a471a419cdfe,Korea_Epigenome_Project_(KNIH),IHECRE00003722.1,31.01,0.97,0.41
c458a640-7870-4934-9677-78ad1f46b4f8,Korea_Epigenome_Project_(KNIH),IHECRE00003723.1,32.12,0.97,0.43
154c300c-4dd4-4373-9c9f-eb813b180620,Korea_Epigenome_Project_(KNIH),IHECRE00003724.1,27.02,0.96,0.38
9c20448c-b70f-4b95-bef4-241084c0f25a,Korea_Epigenome_Project_(KNIH),IHECRE00003725.1,25.53,0.96,0.46
1d7f9ac4-1ba5-4992-943d-cf30717fbebd,Korea_Epigenome_Project_(KNIH),IHECRE00003726.1,24.18,0.96,0.45
b80c3a87-d4b1-4222-b171-2ea145054cb9,Korea_Epigenome_Project_(KNIH),IHECRE00003727.1,26.33,0.97,0.46
ffe0bf5c-4380-430b-a1ac-081fda962e3f,Korea_Epigenome_Project_(KNIH),IHECRE00003728.1,25.56,0.96,0.46
7a2566c5-931f-448a-bf42-280dd1d20d23,Korea_Epigenome_Project_(KNIH),IHECRE00003729.1,15.12,0.94,0.4
306b4323-52bb-4e79-97b1-d8a236d7e7d1,Korea_Epigenome_Project_(KNIH),IHECRE00003731.1,15.22,0.96,0.45
93a45edd-a350-445f-b4b6-d2ea757193cd,Korea_Epigenome_Project_(KNIH),IHECRE00003732.1,15.38,0.96,0.45
677c697e-a898-429b-b065-919a2784cc5f,Korea_Epigenome_Project_(KNIH),IHECRE00003733.1,11,0.93,0.33
dd93d87d-267c-4192-ae4f-9c67fd485926,Korea_Epigenome_Project_(KNIH),IHECRE00003734.1,13.03,0.95,0.34
9cf540fb-5340-46de-a007-8a0dcdb76c64,Korea_Epigenome_Project_(KNIH),IHECRE00003735.1,15.96,0.96,0.46
209a8a2a-9813-458d-a71b-6781c31650c8,Korea_Epigenome_Project_(KNIH),IHECRE00003736.1,10.02,0.92,0.3
837b97b9-c504-4887-b5c2-84dfedf21ed2,Korea_Epigenome_Project_(KNIH),IHECRE00003737.1,15.89,0.96,0.46
d5734120-7671-4022-96d7-4126a66aa743,Korea_Epigenome_Project_(KNIH),IHECRE00003738.1,13.32,0.96,0.43
7fd88d8c-2f34-406f-995c-bfc4235955b5,Korea_Epigenome_Project_(KNIH),IHECRE00003739.1,23.98,0.95,0.43
3e848d64-3775-47e9-8c99-33bd547f39f2,Korea_Epigenome_Project_(KNIH),IHECRE00003740.1,15.58,0.96,0.46
c87e0d4e-736c-47ab-8668-9259fcf576ef,Korea_Epigenome_Project_(KNIH),IHECRE00003741.1,12.91,0.94,0.34
283ed09a-01fc-473a-95bb-c5a8d374dd8a,Korea_Epigenome_Project_(KNIH),IHECRE00003742.1,13.68,0.96,0.44
bb86291e-dced-45ca-8169-cfe64531e9c6,Korea_Epigenome_Project_(KNIH),IHECRE00003743.1,13.13,0.94,0.35
49594f8a-8dd8-47f3-989d-3aa48f1dd6c4,NIH_Roadmap_Epigenomics,IHECRE00000928.6,47.34,1,-0.64
f5278b06-c9b8-46b2-849e-2b59f23f62a6,NIH_Roadmap_Epigenomics,IHECRE00000936.6,45.87,1,-0.6
a2fd268b-cd3a-406d-a3f6-54a57d539d32,NIH_Roadmap_Epigenomics,IHECRE00000938.6,73.4,1,-0.33
783e3f80-01ea-4ee4-90ba-ba03c0837326,NIH_Roadmap_Epigenomics,IHECRE00000942.5,51.5,0.99,-0.39
fcb5adcd-9c24-42f2-ab2b-be82797b867b,NIH_Roadmap_Epigenomics,IHECRE00000943.6,42.01,0.99,0.45
4f3d194e-ab9b-489f-894e-1d20f244deb2,NIH_Roadmap_Epigenomics,IHECRE00000949.5,10.83,0.95,-0.53
8620b265-2aeb-45f8-8884-4c72fa3dc313,NIH_Roadmap_Epigenomics,IHECRE00000953.6,44.93,1,-0.59
fe83ac65-9076-47c5-ba53-dbe8be84959b,NIH_Roadmap_Epigenomics,IHECRE00000957.6,82.09,1,-0.46
942f1369-6cc9-4981-b344-17e2243cac70,NIH_Roadmap_Epigenomics,IHECRE00000961.5,75.57,NA,0.54
31d9c73e-0c11-4ae5-ac71-925541b13161,NIH_Roadmap_Epigenomics,IHECRE00000964.6,51.61,1,-0.35
e8b8fa97-b5e8-4cfd-9266-47ff6315f20e,NIH_Roadmap_Epigenomics,IHECRE00000969.6,47.91,1,-0.57
b832bf7e-cbf7-4f31-9480-65ed41d3e911,NIH_Roadmap_Epigenomics,IHECRE00000970.6,95.89,NA,0.62
1d335752-b3ef-4955-a622-15f164eb97cb,NIH_Roadmap_Epigenomics,IHECRE00000972.5,51.03,1,-0.26
abde1648-7e08-429c-a191-eed5d3ec25ca,NIH_Roadmap_Epigenomics,IHECRE00000974.6,35.81,0.99,0.39
4e6f6e8c-026b-42be-bc7c-620d4be2f03d,NIH_Roadmap_Epigenomics,IHECRE00000980.7,61.56,1,-0.59
b3def310-d7b5-429c-b2da-abdb332862fa,NIH_Roadmap_Epigenomics,IHECRE00000981.5,64.45,-0.01,0.59
f0c9cd87-fa0d-4382-aaf8-2dceb8594881,NIH_Roadmap_Epigenomics,IHECRE00000983.6,65.79,1,-0.39
5c43b952-15ea-433a-b5eb-4ce01676f5e9,NIH_Roadmap_Epigenomics,IHECRE00000985.6,22.84,0.99,0.23
757ad7a2-1640-48ef-ba4b-1a3e0888611b,NIH_Roadmap_Epigenomics,IHECRE00000987.5,14.88,0.96,-0.63
d163bc7b-efba-40eb-9f28-664f2b9cd5b4,NIH_Roadmap_Epigenomics,IHECRE00000992.6,33.57,0.99,0.24
1c38ca0b-8b38-455a-9f8a-29ab5cbaf9f6,NIH_Roadmap_Epigenomics,IHECRE00000997.6,34.5,0.99,0.36
8462f5c0-079d-4c65-b838-d3aa33ed4237,NIH_Roadmap_Epigenomics,IHECRE00000999.6,27.1,0.99,0.31
5c7093f3-051c-4def-891e-c5eeb93f6e3e,NIH_Roadmap_Epigenomics,IHECRE00001023.6,24.74,0.99,-0.27
d34a4e57-c8c8-413d-ab6d-b8cd34847608,NIH_Roadmap_Epigenomics,IHECRE00001025.6,88.65,1,-0.25
d9db3024-a6eb-4589-abc6-726ce59346d5,NIH_Roadmap_Epigenomics,IHECRE00001027.6,62.28,1,-0.6
ea5fb8f9-153a-4599-b5cc-1d61d75c602e,NIH_Roadmap_Epigenomics,IHECRE00001030.6,52.62,1,-0.26
998c2cec-0f47-42e2-aa3e-ee9ac725f0a9,NIH_Roadmap_Epigenomics,IHECRE00001039.5,64.37,0.02,0.48
796215ab-ba02-4338-850c-ff51e68809f6,NIH_Roadmap_Epigenomics,IHECRE00001041.6,37.79,0.92,0.08
1482becf-7080-4f33-ab3f-0b0e0d331ab2,NIH_Roadmap_Epigenomics,IHECRE00001044.6,36.22,1,0.6
8cf95570-e40c-4e6e-8ba3-fc5b93cd8201,NIH_Roadmap_Epigenomics,IHECRE00001050.6,20.29,0.92,-0.33
3316ebd3-0bcb-4896-84dd-6c0eb128ae53,NIH_Roadmap_Epigenomics,IHECRE00004875.1,4.06,0.98,-0.26
59481737-5f3a-4213-a57d-7491c642c1b7,NIH_Roadmap_Epigenomics,IHECRE00004876.1,16.85,0.98,-0.61
dba61413-b5ef-40c8-b6ce-71866fdaf876,NIH_Roadmap_Epigenomics,IHECRE00004878.1,5.34,0.98,-0.28
6889e1d4-7942-4efa-a551-3a223341bce6,NIH_Roadmap_Epigenomics,IHECRE00004881.1,23.92,0.98,-0.41
68a4d15f-583f-4b7c-965f-007349abd331,NIH_Roadmap_Epigenomics,IHECRE00004882.1,15.76,0.98,-0.33
