uuid,data_generating_centre,epirr_id,Mean_CpG_Coverage,BS_conversion_Rate,GC_cov_Correlation
c6be9de0-8eb7-44f4-818a-313f584e404e,NIH_Roadmap_Epigenomics,IHECRE00004884.1,22.43,0.99,-0.43
11481e56-cd4d-40d2-b0b3-a08f2a27f59c,NIH_Roadmap_Epigenomics,IHECRE00004885.1,14.46,0.99,-0.66
d4f61142-3d52-45e1-97dd-b05874cfef08,NIH_Roadmap_Epigenomics,IHECRE00004886.1,23.38,0.98,-0.45
c18ebaf2-67af-443a-80fe-690bc761c6ce,NIH_Roadmap_Epigenomics,IHECRE00004887.1,21.81,0.99,-0.24
78564007-a404-478d-8dc9-6966f461b9dd,NIH_Roadmap_Epigenomics,IHECRE00004888.1,14.4,0.99,-0.54
45fc852e-4cd1-46d5-89ad-cd0b202c816c,NIH_Roadmap_Epigenomics,IHECRE00004889.1,22.71,0.98,-0.49
63f70e22-8dbb-4f29-869c-eaf50e5587da,NIH_Roadmap_Epigenomics,IHECRE00004890.1,19.42,0.98,-0.37
0cd95175-4f14-42e0-8b28-0e45679d6a10,NIH_Roadmap_Epigenomics,IHECRE00004892.1,15.19,0.99,-0.55
aa23eabc-21d0-4ddd-8aee-2312a43e7f29,NIH_Roadmap_Epigenomics,IHECRE00004893.1,4.98,0.98,-0.24
62822f64-40bb-47df-9ea8-49f125c24fe9,NIH_Roadmap_Epigenomics,IHECRE00004896.1,5.16,0.99,-0.34
f8dd4c43-4b69-4097-a889-aedb4350680b,NIH_Roadmap_Epigenomics,IHECRE00004899.1,16.49,0.98,-0.31
90d5c1d8-0408-46cb-99a7-ae01f381dd6c,NIH_Roadmap_Epigenomics,IHECRE00004900.1,20.91,0.98,-0.4
fa9033a7-ee2c-4a9f-8820-be2972e45eb3,NIH_Roadmap_Epigenomics,IHECRE00004901.1,50.13,1.00,-0.55
2c9643b0-ca96-4a6e-9358-a50dc15b5f30,NIH_Roadmap_Epigenomics,IHECRE00004903.1,15.44,0.98,-0.5
c63f6a59-9c48-4c03-87a6-9c312e2158d5,NIH_Roadmap_Epigenomics,IHECRE00004904.1,21.42,0.99,-0.16
6a175fe2-eb9c-4c6c-81e2-20a76f3fb0ae,NIH_Roadmap_Epigenomics,IHECRE00004905.1,4.19,0.97,-0.22
90f883d3-b8bf-44b2-82b8-25ae916de380,NIH_Roadmap_Epigenomics,IHECRE00004906.1,20.8,0.98,-0.44
6531a635-40fe-4a72-b420-88e966d0ba7a,NIH_Roadmap_Epigenomics,IHECRE00004907.1,4.53,0.98,-0.26
09a2a4c6-8f7d-45ca-855c-7a2c869188fa,NIH_Roadmap_Epigenomics,IHECRE00004911.1,13.3,0.98,-0.46
099b47de-bb6c-4b27-a923-e9b2a7cb6d52,NIH_Roadmap_Epigenomics,IHECRE00004912.1,4.37,0.98,-0.36
